56 1.535245e-08 2.860176e-12 1.678408e+03 1.821904e+08
57 1.516600e-08 2.834207e-12 1.677813e+03 1.806718e+08
58 1.506596e-08 2.821283e-12 1.677634e+03 1.799886e+08
59 1.543067e-08 2.881491e-12 1.679838e+03 1.835463e+08
60 1.528349e-08 2.846261e-12 1.679250e+03 1.815107e+08
61 1.508407e-08 2.819050e-12 1.678586e+03 1.799284e+08
62 1.493423e-08 2.790915e-12 1.677924e+03 1.782768e+08
63 1.469885e-08 2.805037e-12 1.676873e+03 1.753058e+08
64 1.457986e-08 2.792101e-12 1.676824e+03 1.782091e+08
65 1.445810e-08 2.770153e-12 1.676095e+03 1.769320e+08
66 1.430087e-08 2.746093e-12 1.675495e+03 1.749732e+08
67 1.413743e-08 2.717147e-12 1.675211e+03 1.738349e+08
68 1.401081e-08 2.692768e-12 1.674409e+03 1.723785e+08
69 1.386584e-08 2.670487e-12 1.673891e+03 1.705263e+08
70 1.370869e-08 2.640424e-12 1.673402e+03 1.692961e+08
71 1.360066e-08 2.619143e-12 1.672920e+03 1.680486e+08
72 1.346318e-08 2.597333e-12 1.672443e+03 1.667613e+08
73 1.333185e-08 2.622119e-12 1.672086e+03 1.651498e+08
74 1.323058e-08 2.603401e-12 1.671616e+03 1.638694e+08
75 1.308879e-08 2.582737e-12 1.671120e+03 1.658187e+08
76 1.295971e-08 2.564395e-12 1.670692e+03 1.642388e+08
77 1.285898e-08 2.538130e-12 1.670267e+03 1.631646e+08
78 1.273529e-08 2.520484e-12 1.669863e+03 1.621169e+08
79 1.262020e-08 2.503739e-12 1.669704e+03 1.606264e+08
80 1.252342e-08 2.477522e-12 1.669140e+03 1.595670e+08
81 1.247335e-08 2.471236e-12 1.669476e+03 1.592637e+08
82 1.244029e-08 2.470078e-12 1.669714e+03 1.592791e+08
83 1.235165e-08 2.452081e-12 1.669209e+03 1.577253e+08
84 1.225143e-08 2.426725e-12 1.668847e+03 1.566971e+08
85 1.216817e-08 2.415564e-12 1.668844e+03 1.560317e+08
86 1.204352e-08 2.440200e-12 1.668154e+03 1.546067e+08
87 1.196093e-08 2.426688e-12 1.667890e+03 1.561852e+08
88 1.185041e-08 2.404079e-12 1.667863e+03 1.552810e+08
89 1.175144e-08 2.386558e-12 1.665741e+03 1.542127e+08
90 1.166844e-08 2.372127e-12 1.666970e+03 1.528931e+08
91 1.143148e-08 2.328497e-12 1.665853e+03 1.506703e+08
92 1.137229e-08 2.316044e-12 1.665618e+03 1.499192e+08
93 1.129939e-08 2.303402e-12 1.665242e+03 1.491662e+08
94 1.105242e-08 2.255007e-12 1.663944e+03 1.461543e+08
95 1.101919e-08 2.246957e-12 1.663879e+03 1.456634e+08
96 1.097336e-08 2.238822e-12 1.663820e+03 1.451673e+08
97 1.094739e-08 2.236352e-12 1.663979e+03 1.446417e+08
98 1.092142e-08 2.268120e-12 1.664160e+03 1.445235e+08
99 1.091265e-08 2.266307e-12 1.664311e+03 1.443762e+08
