01 4.516286e-09 6.598145e-13 1.774827e+03 3.930533e+07
02 8.042821e-09 1.175608e-12 1.767757e+03 7.066563e+07
03 1.164792e-08 1.710806e-12 1.770842e+03 1.017212e+08
04 1.409185e-08 2.082820e-12 1.765187e+03 1.242912e+08
05 1.589728e-08 2.357704e-12 1.758716e+03 1.426317e+08
06 1.741840e-08 2.601147e-12 1.753858e+03 1.576700e+08
07 1.948694e-08 2.903008e-12 1.755573e+03 1.762372e+08
08 2.032361e-08 3.077071e-12 1.750383e+03 1.853441e+08
09 2.091114e-08 3.183553e-12 1.745489e+03 1.926843e+08
10 2.140566e-08 3.278599e-12 1.741412e+03 2.004494e+08
11 2.156938e-08 3.320333e-12 1.735912e+03 2.041923e+08
12 2.172545e-08 3.396680e-12 1.732179e+03 2.070802e+08
13 2.176227e-08 3.419550e-12 1.728553e+03 2.110623e+08
14 2.331687e-08 3.653424e-12 1.733017e+03 2.243537e+08
15 2.325579e-08 3.661872e-12 1.729817e+03 2.257922e+08
16 2.307166e-08 3.685665e-12 1.726331e+03 2.253974e+08
17 2.289031e-08 3.681058e-12 1.723794e+03 2.253587e+08
18 2.278638e-08 3.671427e-12 1.720968e+03 2.270016e+08
19 2.255273e-08 3.649343e-12 1.718692e+03 2.260810e+08
20 2.232626e-08 3.658367e-12 1.716310e+03 2.254204e+08
21 2.252268e-08 3.694454e-12 1.715942e+03 2.272869e+08
22 2.219560e-08 3.658737e-12 1.713837e+03 2.271876e+08
23 2.188745e-08 3.623088e-12 1.711390e+03 2.253774e+08
24 2.156996e-08 3.607821e-12 1.709005e+03 2.229465e+08
25 2.115061e-08 3.559847e-12 1.706500e+03 2.218666e+08
26 2.089155e-08 3.522775e-12 1.704391e+03 2.198834e+08
27 2.054654e-08 3.478069e-12 1.702342e+03 2.169835e+08
28 2.027088e-08 3.473270e-12 1.700534e+03 2.152062e+08
29 1.856011e-08 3.218071e-12 1.691866e+03 2.026355e+08
30 1.823763e-08 3.160949e-12 1.689791e+03 1.993368e+08
31 1.786110e-08 3.134179e-12 1.687342e+03 1.943761e+08
32 1.932628e-08 3.366505e-12 1.695072e+03 2.076304e+08
33 1.946542e-08 3.386750e-12 1.695918e+03 2.109431e+08
34 1.966402e-08 3.417818e-12 1.696455e+03 2.127486e+08
35 2.008455e-08 3.486748e-12 1.698572e+03 2.183947e+08
36 1.754243e-08 3.116399e-12 1.685591e+03 1.953760e+08
37 1.830958e-08 3.241594e-12 1.689595e+03 2.026926e+08
38 1.970394e-08 3.460761e-12 1.696753e+03 2.155289e+08
39 1.966457e-08 3.466265e-12 1.696761e+03 2.158446e+08
40 1.913331e-08 3.374404e-12 1.694332e+03 2.119982e+08
41 1.723623e-08 3.111352e-12 1.684618e+03 1.952258e+08
42 1.906974e-08 3.381183e-12 1.694388e+03 2.124651e+08
43 1.821340e-08 3.271343e-12 1.690106e+03 2.039569e+08
44 1.880368e-08 3.357505e-12 1.693182e+03 2.096607e+08
45 1.848006e-08 3.320260e-12 1.692004e+03 2.090140e+08
46 1.826048e-08 3.295255e-12 1.691107e+03 2.069297e+08
47 1.654521e-08 3.029604e-12 1.682353e+03 1.920477e+08
48 1.694780e-08 3.096960e-12 1.684654e+03 1.959879e+08
49 1.672187e-08 3.078237e-12 1.683783e+03 1.936656e+08
50 1.649371e-08 3.025225e-12 1.682828e+03 1.918434e+08
51 1.646778e-08 3.037861e-12 1.683118e+03 1.923519e+08
52 1.624261e-08 3.014302e-12 1.682461e+03 1.911298e+08
53 1.590948e-08 2.951345e-12 1.680632e+03 1.874787e+08
54 1.571421e-08 2.923433e-12 1.679842e+03 1.858610e+08
55 1.609731e-08 2.990260e-12 1.682189e+03 1.898041e+08
