X(mm)  p(Pa)  T(K)  X_H2_  X_H_  X_O2_  X_OH_  X_H2O_  X_CH_  X_CH4_  X_CO_  X_CO2_  X_CH2O_  X_C2H6_  X_N2_  X_C3H8_
5.002344e+01  1.013250e+05  1.681914e+03  2.562033e-02  2.482120e-03  9.171023e-02  1.501489e-03  1.113827e-01  2.467986e-06  2.063115e-02  4.428610e-02  1.366600e-02  1.131772e-03  4.090145e-04  6.815696e-01  4.372832e-06
5.002813e+01  1.013250e+05  1.705492e+03  2.563579e-02  2.688001e-03  8.868257e-02  1.668521e-03  1.140561e-01  2.986912e-06  1.889868e-02  4.558680e-02  1.434830e-02  1.099724e-03  3.516905e-04  6.813528e-01  3.520435e-06
5.003281e+01  1.013250e+05  1.728360e+03  2.562113e-02  2.902945e-03  8.569662e-02  1.849114e-03  1.166607e-01  3.568648e-06  1.724100e-02  4.683652e-02  1.504537e-02  1.064472e-03  2.989651e-04  6.811591e-01  2.787839e-06
5.003750e+01  1.013250e+05  1.750456e+03  2.557588e-02  3.126255e-03  8.276073e-02  2.043517e-03  1.191896e-01  4.207831e-06  1.566343e-02  4.802811e-02  1.575628e-02  1.026318e-03  2.512338e-04  6.809883e-01  2.171556e-06
5.004219e+01  1.013250e+05  1.771725e+03  2.549989e-02  3.357113e-03  7.988276e-02  2.251830e-03  1.216369e-01  4.895263e-06  1.417031e-02  4.915478e-02  1.648010e-02  9.855808e-04  2.086935e-04  6.808402e-01  1.663876e-06
5.004688e+01  1.013250e+05  1.792119e+03  2.539333e-02  3.594598e-03  7.707000e-02  2.473986e-03  1.239970e-01  5.617795e-06  1.276501e-02  5.021029e-02  1.721585e-02  9.425961e-04  1.713582e-04  6.807145e-01  1.254158e-06
5.005156e+01  1.013250e+05  1.811596e+03  2.525674e-02  3.837699e-03  7.432911e-02  2.709731e-03  1.262652e-01  6.358527e-06  1.144981e-02  5.118897e-02  1.796254e-02  8.977090e-04  1.390833e-04  6.806107e-01  9.300797e-07
5.005625e+01  1.013250e+05  1.830123e+03  2.509100e-02  4.085331e-03  7.166600e-02  2.958608e-03  1.284378e-01  7.097366e-06  1.022595e-02  5.208594e-02  1.871911e-02  8.512736e-04  1.115953e-04  6.805279e-01  6.787339e-07
5.006094e+01  1.013250e+05  1.847673e+03  2.489734e-02  4.336359e-03  6.908586e-02  3.219951e-03  1.305115e-01  7.811931e-06  9.093597e-03  5.289712e-02  1.948452e-02  8.036514e-04  8.852428e-05  6.804656e-01  4.875106e-07
5.006563e+01  1.013250e+05  1.864230e+03  2.467734e-02  4.589616e-03  6.659308e-02  3.492882e-03  1.324842e-01  8.478751e-06  8.051917e-03  5.361936e-02  2.025768e-02  7.552104e-04  6.943634e-05  6.804227e-01  3.447353e-07
5.007031e+01  1.013250e+05  1.879786e+03  2.443291e-02  4.843929e-03  6.419125e-02  3.776308e-03  1.343545e-01  9.074681e-06  7.099138e-03  5.425051e-02  2.103747e-02  7.063234e-04  5.386410e-05  6.803983e-01  2.400677e-07
5.007500e+01  1.013250e+05  1.894342e+03  2.416622e-02  5.098133e-03  6.188315e-02  4.068944e-03  1.361218e-01  9.578379e-06  6.232643e-03  5.478941e-02  2.182276e-02  6.573658e-04  4.133305e-05  6.803914e-01  1.646923e-07
5.007969e+01  1.013250e+05  1.907908e+03  2.387972e-02  5.351099e-03  5.967079e-02  4.369322e-03  1.377863e-01  9.971736e-06  5.449074e-03  5.523598e-02  2.261238e-02  6.087128e-04  3.138296e-05  6.804009e-01  1.113434e-07
5.008438e+01  1.013250e+05  1.920501e+03  2.357605e-02  5.601748e-03  5.755539e-02  4.675824e-03  1.393490e-01  1.024108e-05  4.744459e-03  5.559112e-02  2.340516e-02  5.607341e-04  2.358399e-05  6.804257e-01  7.421315e-08
5.008906e+01  1.013250e+05  1.932148e+03  2.325800e-02  5.849066e-03  5.553745e-02  4.986715e-03  1.408114e-01  1.037803e-05  4.114331e-03  5.585677e-02  2.419990e-02  5.137884e-04  1.754724e-05  6.804645e-01  4.878743e-08
5.009375e+01  1.013250e+05  1.942882e+03  2.292846e-02  6.092122e-03  5.361678e-02  5.300180e-03  1.421759e-01  1.038000e-05  3.553867e-03  5.603577e-02  2.499540e-02  4.682158e-04  1.293072e-05  6.805164e-01  3.164768e-08
5.009844e+01  1.013250e+05  1.952742e+03  2.259036e-02  6.330069e-03  5.179256e-02  5.614368e-03  1.434452e-01  1.025012e-05  3.058002e-03  5.613179e-02  2.579044e-02  4.243305e-04  9.441089e-06  6.805802e-01  2.026692e-08
5.010313e+01  1.013250e+05  1.961772e+03  2.224663e-02  6.562161e-03  5.006341e-02  5.927435e-03  1.446226e-01  9.996889e-06  2.621554e-03  5.614924e-02  2.658382e-02  3.824132e-04  6.832503e-06  6.806547e-01  1.281911e-08
5.010781e+01  1.013250e+05  1.970022e+03  2.190010e-02  6.787746e-03  4.842743e-02  6.237584e-03  1.457117e-01  9.633292e-06  2.239331e-03  5.609316e-02  2.737436e-02  3.427037e-04  4.903144e-06  6.807390e-01  8.012548e-09
5.011250e+01  1.013250e+05  1.977544e+03  2.155350e-02  7.006276e-03  4.688229e-02  6.543114e-03  1.467163e-01  9.175777e-06  1.906219e-03  5.596903e-02  2.816089e-02  3.053960e-04  3.490521e-06  6.808320e-01  4.951631e-09
5.011719e+01  1.013250e+05  1.984391e+03  2.120939e-02  7.217299e-03  4.542527e-02  6.842443e-03  1.476408e-01  8.643024e-06  1.617269e-03  5.578270e-02  2.894228e-02  2.706334e-04  2.466114e-06  6.809327e-01  3.027023e-09
5.012188e+01  1.013250e+05  1.990618e+03  2.087013e-02  7.420459e-03  4.405337e-02  7.134150e-03  1.484893e-01  8.054712e-06  1.367755e-03  5.554019e-02  2.971743e-02  2.385078e-04  1.729942e-06  6.810402e-01  1.831468e-09
5.012656e+01  1.013250e+05  1.996279e+03  2.053785e-02  7.615485e-03  4.276332e-02  7.416988e-03  1.492662e-01  7.430370e-06  1.153225e-03  5.524762e-02  3.048532e-02  2.090594e-04  1.205404e-06  6.811537e-01  1.097297e-09
5.013125e+01  1.013250e+05  2.001428e+03  2.021441e-02  7.802194e-03  4.155167e-02  7.689901e-03  1.499758e-01  6.788403e-06  9.695329e-04  5.491107e-02  3.124495e-02  1.822797e-04  8.346470e-07  6.812723e-01  6.513510e-10
5.013594e+01  1.013250e+05  2.006116e+03  1.990143e-02  7.980473e-03  4.041485e-02  7.952036e-03  1.506225e-01  6.145335e-06  8.128642e-04  5.453644e-02  3.199541e-02  1.581158e-04  5.745450e-07  6.813953e-01  3.832593e-10
5.014063e+01  1.013250e+05  2.010393e+03  1.960025e-02  8.150280e-03  3.934922e-02  8.202737e-03  1.512106e-01  5.515305e-06  6.797405e-04  5.412942e-02  3.273584e-02  1.364763e-04  3.933453e-07  6.815220e-01  2.236525e-10
5.014531e+01  1.013250e+05  2.014303e+03  1.931194e-02  8.311630e-03  3.835109e-02  8.441540e-03  1.517441e-01  4.909804e-06  5.670214e-04  5.369538e-02  3.346548e-02  1.172382e-04  2.679313e-07  6.816517e-01  1.294998e-10
5.015000e+01  1.013250e+05  2.017890e+03  1.903733e-02  8.464593e-03  3.741679e-02  8.668164e-03  1.522270e-01  4.337613e-06  4.718958e-04  5.323934e-02  3.418362e-02  1.002542e-04  1.816489e-07  6.817838e-01  7.443571e-11
5.015469e+01  1.013250e+05  2.021192e+03  1.877699e-02  8.609283e-03  3.654270e-02  8.882492e-03  1.526631e-01  3.804927e-06  3.918671e-04  5.276591e-02  3.488963e-02  8.535969e-05  1.226155e-07  6.819177e-01  4.249090e-11
5.015938e+01  1.013250e+05  2.024245e+03  1.853127e-02  8.745853e-03  3.572527e-02  9.084556e-03  1.530562e-01  3.315594e-06  3.247347e-04  5.227931e-02  3.558295e-02  7.238005e-05  8.242723e-08  6.820530e-01  2.409677e-11
5.016406e+01  1.013250e+05  2.027080e+03  1.830034e-02  8.874488e-03  3.496105e-02  9.274514e-03  1.534095e-01  2.871443e-06  2.685719e-04  5.178332e-02  3.626311e-02  6.113653e-05  5.518801e-08  6.821892e-01  1.357671e-11
5.016875e+01  1.013250e+05  2.029727e+03  1.808418e-02  8.995400e-03  3.424671e-02  9.452632e-03  1.537263e-01  2.472653e-06  2.217021e-04  5.128131e-02  3.692969e-02  5.145163e-05  3.678945e-08  6.823259e-01  7.593146e-12
5.017344e+01  1.013250e+05  2.032210e+03  1.788260e-02  9.108824e-03  3.357906e-02  9.619260e-03  1.540097e-01  2.118142e-06  1.826748e-04  5.077626e-02  3.758234e-02  4.315344e-05  2.438417e-08  6.824626e-01  4.197870e-12
5.017813e+01  1.013250e+05  2.034550e+03  1.769530e-02  9.215010e-03  3.295502e-02  9.774817e-03  1.542625e-01  1.805954e-06  1.502415e-04  5.027075e-02  3.822079e-02  3.607900e-05  1.600311e-08  6.825991e-01  2.256828e-12
5.018750e+01  1.013250e+05  2.038862e+03  1.736229e-02  9.406478e-03  3.182907e-02  1.005414e-02  1.546843e-01  1.301268e-06  1.019411e-04  4.926506e-02  3.945445e-02  2.514536e-05  7.207684e-09  6.828706e-01  7.345944e-13
5.019688e+01  1.013250e+05  2.042809e+03  1.708010e-02  9.572351e-03  3.084159e-02  1.029578e-02  1.550150e-01  9.247766e-07  6.883801e-05  4.827988e-02  4.063103e-02  1.736076e-05  3.216401e-09  6.831382e-01  2.357370e-13
5.020625e+01  1.013250e+05  2.046478e+03  1.684369e-02  9.714864e-03  2.997396e-02  1.050400e-02  1.552706e-01  6.494200e-07  4.628852e-05  4.732470e-02  4.175036e-02  1.189012e-05  1.424451e-09  6.834006e-01  7.473716e-14
5.021563e+01  1.013250e+05  2.049932e+03  1.664770e-02  9.836217e-03  2.920983e-02  1.068298e-02  1.554650e-01  4.513619e-07  3.100432e-05  4.640580e-02  4.281283e-02  8.086529e-06  6.268462e-10  6.836565e-01  2.345015e-14
5.022500e+01  1.013250e+05  2.053217e+03  1.648683e-02  9.938523e-03  2.853500e-02  1.083661e-02  1.556100e-01  3.107843e-07  2.068240e-05  4.552709e-02  4.381935e-02  5.463982e-06  2.741274e-10  6.839052e-01  7.289081e-15
5.023438e+01  1.013250e+05  2.056365e+03  1.635601e-02  1.002377e-02  2.793718e-02  1.096839e-02  1.557154e-01  2.119633e-07  1.372350e-05  4.469067e-02  4.477113e-02  3.665857e-06  1.184842e-10  6.841460e-01  2.230350e-15
5.024375e+01  1.013250e+05  2.059398e+03  1.625059e-02  1.009381e-02  2.740578e-02  1.108145e-02  1.557898e-01  1.428755e-07  9.022583e-06  4.389742e-02  4.566967e-02  2.434958e-06  4.854629e-11  6.843788e-01  6.073256e-16
5.026250e+01  1.013250e+05  2.065172e+03  1.610328e-02  1.019337e-02  2.651498e-02  1.125955e-02  1.558665e-01  6.737891e-08  4.100678e-06  4.244030e-02  4.731201e-02  1.123268e-06  1.062015e-11  6.848194e-01  7.961668e-17
5.028125e+01  1.013250e+05  2.070646e+03  1.601241e-02  1.025080e-02  2.578993e-02  1.139194e-02  1.558908e-01  3.121607e-08  1.841216e-06  4.114073e-02  4.877327e-02  5.107075e-07  2.265415e-12  6.852284e-01  1.027600e-17
5.030000e+01  1.013250e+05  2.075863e+03  1.595773e-02  1.027532e-02  2.519023e-02  1.149088e-02  1.558907e-01  1.370666e-08  7.860871e-07  3.998678e-02  5.006928e-02  2.209885e-07  4.131578e-13  6.856069e-01  1.077445e-18
5.033750e+01  1.013250e+05  2.085616e+03  1.591303e-02  1.024757e-02  2.427695e-02  1.161521e-02  1.558733e-01  3.391433e-09  1.869592e-07  3.807676e-02  5.221117e-02  5.367621e-08  3.252727e-14  6.862789e-01  4.936977e-20
5.037500e+01  1.013250e+05  2.094651e+03  1.589027e-02  1.015765e-02  2.358341e-02  1.168594e-02  1.558987e-01  7.352640e-10  3.905633e-08  3.656194e-02  5.391120e-02  1.160185e-08  2.031961e-15  6.868607e-01  1.829686e-21
5.045000e+01  1.013250e+05  2.110851e+03  1.582517e-02  9.865016e-03  2.261267e-02  1.173393e-02  1.561418e-01  6.672228e-11  3.366498e-09  3.446368e-02  5.626369e-02  1.194611e-09  4.704965e-17  6.878045e-01  2.580350e-23
5.060000e+01  1.013250e+05  2.137960e+03  1.550722e-02  9.122174e-03  2.139784e-02  1.168080e-02  1.571758e-01  2.952541e-12  1.387780e-10  3.226427e-02  5.874779e-02  2.046333e-10  5.718296e-19  6.891731e-01  1.721693e-25
5.075000e+01  1.013250e+05  2.160910e+03  1.508317e-02  8.390462e-03  2.052753e-02  1.156181e-02  1.584105e-01  1.369957e-13  5.969536e-12  3.101784e-02  6.018045e-02  1.524031e-10  9.035013e-21  6.902339e-01  1.193602e-27
5.090000e+01  1.013250e+05  2.180763e+03  1.463600e-02  7.729502e-03  1.982955e-02  1.141526e-02  1.596432e-01  6.909261e-15  2.565172e-13  3.017895e-02  6.115783e-02  1.427604e-10  1.786739e-22  6.911172e-01  8.307848e-30
5.109180e+01  1.013250e+05  2.202520e+03  1.408460e-02  7.002885e-03  1.908605e-02  1.121301e-02  1.610997e-01  7.645929e-16  9.165328e-15  2.936945e-02  6.210758e-02  1.346698e-10  3.228714e-24  6.920781e-01  4.617443e-32
5.128359e+01  1.013250e+05  2.221276e+03  1.357734e-02  6.392431e-03  1.844272e-02  1.100815e-02  1.623990e-01  4.934045e-16  6.069713e-16  2.868275e-02  6.291279e-02  1.278734e-10  5.921626e-26  6.929112e-01  2.465964e-34
5.166719e+01  1.013250e+05  2.251069e+03  1.271376e-02  5.459463e-03  1.739565e-02  1.062156e-02  1.645118e-01  4.373020e-16  2.661083e-16  2.751996e-02  6.426689e-02  1.168280e-10  5.593645e-28  6.942817e-01  6.810396e-37
5.205078e+01  1.013250e+05  2.275008e+03  1.199400e-02  4.761509e-03  1.652430e-02  1.026447e-02  1.662249e-01  3.997486e-16  2.233001e-16  2.650441e-02  6.543892e-02  1.078348e-10  6.697361e-30  6.953994e-01  1.881293e-39
