X(mm)  p(Pa)  T(K)  X_H2_  X_H_  X_O2_  X_OH_  X_H2O_  X_CH_  X_CH4_  X_CO_  X_CO2_  X_CH2O_  X_C2H6_  X_N2_  X_C3H8_
5.243437e+01  1.013250e+05  2.294593e+03  1.139034e-02  4.226132e-03  1.578853e-02  9.941280e-03  1.676329e-01  3.679360e-16  1.990297e-16  2.561156e-02  6.646236e-02  1.003997e-10  7.332247e-31  6.963255e-01  -3.083130e-40
5.320156e+01  1.013250e+05  2.323050e+03  1.047935e-02  3.500115e-03  1.467702e-02  9.415624e-03  1.696862e-01  3.184895e-16  1.728036e-16  2.418454e-02  6.808404e-02  8.934725e-11  2.341305e-31  6.977178e-01  -1.611158e-39
5.396875e+01  1.013250e+05  2.344196e+03  9.789774e-03  3.007485e-03  1.381875e-02  8.986942e-03  1.712140e-01  2.809567e-16  1.594417e-16  2.304087e-02  6.937495e-02  8.117573e-11  -4.766261e-31  6.987624e-01  -7.839640e-39
5.550312e+01  1.013250e+05  2.370621e+03  8.906551e-03  2.444402e-03  1.269985e-02  8.401249e-03  1.731216e-01  2.336473e-16  1.486298e-16  2.148770e-02  7.111526e-02  7.100774e-11  -5.965234e-30  7.000986e-01  -8.700387e-38
5.703750e+01  1.013250e+05  2.387718e+03  8.330374e-03  2.114161e-03  1.194685e-02  7.996002e-03  1.743539e-01  2.041292e-16  1.448632e-16  2.042011e-02  7.230512e-02  6.462098e-11  -3.858559e-29  7.009640e-01  -6.958832e-37
5.857187e+01  1.013250e+05  2.399069e+03  7.946260e-03  1.909386e-03  1.143065e-02  7.715125e-03  1.751713e-01  1.852632e-16  1.436603e-16  1.968224e-02  7.312478e-02  6.049060e-11  3.601962e-28  7.015367e-01  2.857223e-35
6.010625e+01  1.013250e+05  2.406727e+03  7.686435e-03  1.777485e-03  1.107213e-02  7.519529e-03  1.757231e-01  1.729203e-16  1.434363e-16  1.917056e-02  7.369201e-02  5.776170e-11  6.433256e-29  7.019201e-01  1.386671e-35
6.164062e+01  1.013250e+05  2.411944e+03  7.508995e-03  1.690253e-03  1.082039e-02  7.382568e-03  1.761000e-01  1.646880e-16  1.435805e-16  1.881500e-02  7.408567e-02  5.593075e-11  2.142037e-28  7.021779e-01  2.146634e-35
6.317500e+01  1.013250e+05  2.415519e+03  7.387091e-03  1.631480e-03  1.064180e-02  7.286074e-03  1.763597e-01  1.591142e-16  1.438487e-16  1.856767e-02  7.435929e-02  5.468963e-11  3.705936e-29  7.023508e-01  1.159960e-35
6.470937e+01  1.013250e+05  2.417975e+03  7.303066e-03  1.591347e-03  1.051369e-02  7.217623e-03  1.765396e-01  1.552964e-16  1.441431e-16  1.839562e-02  7.454958e-02  5.384281e-11  6.617212e-29  7.024659e-01  1.287853e-35
6.624375e+01  1.013250e+05  2.419661e+03  7.245089e-03  1.563668e-03  1.042059e-02  7.168662e-03  1.766647e-01  1.526574e-16  1.444277e-16  1.827605e-02  7.468183e-02  5.326333e-11  -8.677339e-30  7.025412e-01  6.427293e-36
6.777813e+01  1.013250e+05  2.420815e+03  7.205129e-03  1.544429e-03  1.035188e-02  7.133287e-03  1.767521e-01  1.508193e-16  1.446916e-16  1.819313e-02  7.477359e-02  5.286680e-11  -2.143976e-30  7.025889e-01  5.928655e-36
6.931250e+01  1.013250e+05  2.421599e+03  7.177682e-03  1.530968e-03  1.030020e-02  7.107400e-03  1.768132e-01  1.495305e-16  1.449341e-16  1.813584e-02  7.483705e-02  5.259640e-11  -2.789806e-29  7.026175e-01  1.828900e-36
7.084687e+01  1.013250e+05  2.422127e+03  7.158950e-03  1.521490e-03  1.026043e-02  7.088150e-03  1.768560e-01  1.486204e-16  1.451581e-16  1.809647e-02  7.488071e-02  5.241338e-11  -2.404125e-29  7.026329e-01  9.992562e-37
7.238125e+01  1.013250e+05  2.422475e+03  7.146296e-03  1.514773e-03  1.022902e-02  7.073550e-03  1.768861e-01  1.479729e-16  1.453670e-16  1.806965e-02  7.491053e-02  5.229107e-11  -3.087527e-29  7.026389e-01  -1.547938e-36
7.391563e+01  1.013250e+05  2.422698e+03  7.137868e-03  1.509970e-03  1.020349e-02  7.062203e-03  1.769073e-01  1.475067e-16  1.455635e-16  1.805158e-02  7.493069e-02  5.221085e-11  -2.763398e-29  7.026386e-01  -2.376966e-36
7.545000e+01  1.013250e+05  2.422835e+03  7.132229e-03  1.506448e-03  1.018211e-02  7.053078e-03  1.769224e-01  1.471594e-16  1.457460e-16  1.803933e-02  7.494441e-02  5.215821e-11  -2.842126e-29  7.026343e-01  -3.928642e-36
1.000000e+02  1.013250e+05  2.422835e+03  7.132229e-03  1.506448e-03  1.018211e-02  7.053078e-03  1.769224e-01  1.471594e-16  1.457460e-16  1.803933e-02  7.494441e-02  5.215821e-11  -2.842126e-29  7.026343e-01  -3.928642e-36
