387.091 52.2813 196.512 13.1483
387.114 63.3395 483.409 35.9706
387.137 74.6608 632.092 43.2102
387.16 89.4713 886.283 74.7903
387.182 98.4315 1054.66 91.2206
387.205 99.8006 1064.3 100.003
387.228 93.9065 989.863 76.935
387.251 89.8724 908.914 70.4029
387.274 82.7673 785.384 66.9869
