T(K) p(Pa) phi Tf(K) SL(m/s) Xf(m) maxXCH mpXCH intXCH maxSM mpSM intSM maxCM mpCM intCM
300 607950 1.650000e+00 2.178172e+03 8.982957e-01 5.639000e-05 1.648828e-06 1.405608e-06 4.597194e-11 1.308816e+14 1.063920e+14 3.649285e+09 3.989266e+13 3.242817e+13 1.112299e+09 
300 607950 1.700000e+00 2.158096e+03 8.817334e-01 5.989000e-05 1.751554e-06 1.419324e-06 5.136084e-11 1.363750e+14 1.082134e+14 4.004908e+09 4.156733e+13 3.298357e+13 1.220701e+09 
300 607950 1.750000e+00 2.133504e+03 8.478491e-01 6.861000e-05 1.814955e-06 1.293999e-06 5.719030e-11 1.385751e+14 1.193620e+14 4.275458e+09 4.223819e+13 3.638192e+13 1.303174e+09 
300 607950 1.800000e+00 2.111574e+03 8.115173e-01 6.744000e-05 1.831455e-06 1.453619e-06 6.101235e-11 1.373318e+14 1.052558e+14 4.573495e+09 4.185949e+13 3.208250e+13 1.394025e+09 



300 911925 5.000000e-01 1.658383e+03 6.799513e-02 7.363000e-05 1.222800e-10 1.164553e-10 4.679038e-15 2.612690e+10 2.428508e+10 9.965351e+05 7.962403e+09 7.401094e+09 3.037026e+05 
300 911925 5.500000e-01 1.742313e+03 1.000357e-01 6.394000e-05 3.996849e-10 3.522980e-10 1.288674e-14 7.916831e+10 6.986591e+10 2.558348e+06 2.412780e+10 2.129275e+10 7.796965e+05 
300 911925 6.000000e-01 1.843219e+03 1.454995e-01 5.620000e-05 1.294551e-09 1.115828e-09 3.552996e-14 2.347357e+11 2.144511e+11 6.370455e+06 7.154157e+10 6.535933e+10 1.941554e+06 
300 911925 6.500000e-01 1.929999e+03 1.869853e-01 5.038000e-05 3.007599e-09 2.632535e-09 7.381143e-14 5.089714e+11 4.733070e+11 1.233231e+07 1.551250e+11 1.442552e+11 3.758657e+06 
300 911925 7.000000e-01 2.022163e+03 2.388919e-01 4.554000e-05 6.639215e-09 5.691225e-09 1.473021e-13 1.041197e+12 9.605931e+11 2.279167e+07 3.173448e+11 2.927777e+11 6.946635e+06 
300 911925 7.500000e-01 2.108216e+03 2.920582e-01 3.972000e-05 1.288152e-08 1.169406e-08 2.625856e-13 1.885227e+12 1.710282e+12 3.846835e+07 5.746072e+11 5.212848e+11 1.172495e+07 
300 911925 8.000000e-01 2.187381e+03 3.445023e-01 3.778000e-05 2.283622e-08 2.109081e-08 4.371334e-13 3.136626e+12 2.826226e+12 5.997389e+07 9.560442e+11 8.614340e+11 1.828005e+07 
300 911925 8.500000e-01 2.259230e+03 3.968991e-01 3.488000e-05 3.736186e-08 3.551511e-08 6.782804e-13 4.846388e+12 4.552615e+12 8.810721e+07 1.477203e+12 1.387660e+12 2.685551e+07 
300 911925 9.000000e-01 2.320765e+03 4.450187e-01 3.585000e-05 5.704275e-08 5.178432e-08 1.005618e-12 7.031488e+12 6.850412e+12 1.218951e+08 2.143262e+12 2.088068e+12 3.715474e+07 
300 911925 9.500000e-01 2.372402e+03 4.926351e-01 3.245000e-05 8.375198e-08 8.091560e-08 1.418642e-12 9.837867e+12 9.332680e+12 1.669675e+08 2.998710e+12 2.844721e+12 5.089385e+07 
300 911925 1.000000e+00 2.413772e+03 5.403046e-01 3.245000e-05 1.206868e-07 1.135353e-07 2.001027e-12 1.353243e+13 1.242873e+13 2.245074e+08 4.124911e+12 3.788483e+12 6.843359e+07 
300 911925 1.050000e+00 2.438083e+03 5.838480e-01 3.245000e-05 1.657830e-07 1.542795e-07 2.713705e-12 1.782419e+13 1.615918e+13 2.917548e+08 5.433169e+12 4.925638e+12 8.893266e+07 
300 911925 1.100000e+00 2.444068e+03 6.252742e-01 3.197000e-05 2.247091e-07 2.069808e-07 3.634966e-12 2.317157e+13 2.081228e+13 3.749284e+08 7.063230e+12 6.344060e+12 1.142868e+08 
300 911925 1.150000e+00 2.433367e+03 6.626225e-01 3.148000e-05 2.953396e-07 2.730032e-07 4.742928e-12 2.928681e+13 2.685034e+13 4.718080e+08 8.927379e+12 8.184675e+12 1.438193e+08 
300 911925 1.200000e+00 2.412633e+03 6.956376e-01 3.100000e-05 3.794038e-07 3.557489e-07 6.096122e-12 3.631465e+13 3.365428e+13 5.850291e+08 1.106974e+13 1.025878e+13 1.783336e+08 
300 911925 1.250000e+00 2.387202e+03 7.235650e-01 3.052000e-05 4.781966e-07 4.532229e-07 7.686920e-12 4.417806e+13 4.152235e+13 7.134724e+08 1.346685e+13 1.265730e+13 2.174885e+08 
300 911925 1.300000e+00 2.361625e+03 7.480695e-01 3.391000e-05 5.854627e-07 5.020729e-07 9.671962e-12 5.244925e+13 5.014082e+13 8.537665e+08 1.598828e+13 1.528459e+13 2.602565e+08 
300 911925 1.350000e+00 2.333182e+03 7.660972e-01 3.343000e-05 7.049116e-07 6.235018e-07 1.180177e-11 6.120845e+13 5.359373e+13 1.027459e+09 1.865852e+13 1.633726e+13 3.132060e+08 
300 911925 1.400000e+00 2.306261e+03 7.794394e-01 3.294000e-05 8.330709e-07 7.619019e-07 1.419224e-11 7.034546e+13 6.364526e+13 1.202147e+09 2.144395e+13 1.940146e+13 3.664597e+08 
300 911925 1.450000e+00 2.279023e+03 7.845651e-01 3.633000e-05 9.595771e-07 8.036806e-07 1.702691e-11 7.895238e+13 7.386852e+13 1.380766e+09 2.406781e+13 2.251804e+13 4.209119e+08 
300 911925 1.500000e+00 2.256205e+03 7.851154e-01 3.584000e-05 1.074828e-06 9.455312e-07 1.956588e-11 8.647256e+13 7.522312e+13 1.576625e+09 2.636040e+13 2.293110e+13 4.806202e+08 
300 911925 1.550000e+00 2.231342e+03 7.783142e-01 3.924000e-05 1.188162e-06 9.715421e-07 2.271469e-11 9.341052e+13 7.529062e+13 1.785941e+09 2.847554e+13 2.295180e+13 5.444313e+08 
300 911925 1.600000e+00 2.205984e+03 7.637805e-01 4.263000e-05 1.280218e-06 9.804333e-07 2.576647e-11 9.850946e+13 8.404103e+13 1.956133e+09 3.003007e+13 2.561943e+13 5.963162e+08 
