X(mm)  p(Pa)  T(K)  X_N2_  X_H_  X_O2_  X_OH_  X_H2_  X_H2O_  X_CO_  X_CO2_  X_CH4_  X_CH2O_  X_C2H6_  X_CH_  X_C3H8_
4.979375e+01  1.013250e+05  7.900545e+02  7.027831e-01  1.105569e-05  1.815464e-01  3.071579e-06  1.201759e-02  1.310734e-02  2.545957e-03  3.807205e-04  8.691578e-02  1.497065e-04  2.091392e-04  4.926940e-14  2.214511e-06
4.980313e+01  1.013250e+05  8.022565e+02  7.021116e-01  1.390966e-05  1.805574e-01  3.893569e-06  1.248349e-02  1.465825e-02  2.933672e-03  4.535298e-04  8.598557e-02  1.732077e-04  2.469083e-04  9.239620e-14  2.769266e-06
4.981250e+01  1.013250e+05  8.160326e+02  7.014038e-01  1.748534e-05  1.794368e-01  4.924367e-06  1.296453e-02  1.638409e-02  3.379524e-03  5.400726e-04  8.494328e-02  2.001745e-04  2.908328e-04  1.735473e-13  3.453529e-06
4.982188e+01  1.013250e+05  8.315327e+02  7.006597e-01  2.195967e-05  1.781698e-01  6.216573e-06  1.346036e-02  1.829877e-02  3.890769e-03  6.426088e-04  8.377813e-02  2.309753e-04  3.415312e-04  3.267941e-13  4.289468e-06
4.983125e+01  1.013250e+05  8.489080e+02  6.998801e-01  2.755159e-05  1.767403e-01  7.838469e-06  1.397051e-02  2.041608e-02  4.475189e-03  7.636733e-04  8.247896e-02  2.659798e-04  3.995432e-04  6.168309e-13  5.298778e-06
4.983594e+01  1.013250e+05  8.583624e+02  6.994773e-01  3.087147e-05  1.759579e-01  8.807699e-06  1.423081e-02  2.155648e-02  4.798154e-03  8.322654e-04  8.177445e-02  2.852074e-04  4.314611e-04  8.531200e-13  5.875885e-06
4.984063e+01  1.013250e+05  8.683605e+02  6.990661e-01  3.458127e-05  1.751267e-01  9.899063e-06  1.449449e-02  2.275424e-02  5.143408e-03  9.068567e-04  8.103088e-02  3.056754e-04  4.654386e-04  1.181276e-12  6.505920e-06
4.984531e+01  1.013250e+05  8.789216e+02  6.986467e-01  3.872604e-05  1.742443e-01  1.112966e-05  1.476144e-02  2.401100e-02  5.512132e-03  9.878842e-04  8.024673e-02  3.274304e-04  5.014941e-04  1.639268e-12  7.190328e-06
4.985000e+01  1.013250e+05  8.900642e+02  6.982196e-01  4.335611e-05  1.733085e-01  1.251958e-05  1.503155e-02  2.532835e-02  5.905531e-03  1.075806e-03  7.942049e-02  3.505167e-04  5.396227e-04  2.280699e-12  7.929690e-06
4.985469e+01  1.013250e+05  9.018061e+02  6.977850e-01  4.852776e-05  1.723167e-01  1.409246e-05  1.530468e-02  2.670777e-02  6.324826e-03  1.171100e-03  7.855068e-02  3.749751e-04  5.797915e-04  3.182178e-12  8.723483e-06
4.985938e+01  1.013250e+05  9.141640e+02  6.973434e-01  5.430410e-05  1.712667e-01  1.587615e-05  1.558071e-02  2.815068e-02  6.771251e-03  1.274264e-03  7.763585e-02  4.008425e-04  6.219346e-04  4.453737e-12  9.569821e-06
4.986406e+01  1.013250e+05  9.271537e+02  6.968953e-01  6.075591e-05  1.701559e-01  1.790343e-05  1.585950e-02  2.965835e-02  7.246047e-03  1.385817e-03  7.667459e-02  4.281509e-04  6.659472e-04  6.254077e-12  1.046518e-05
4.986875e+01  1.013250e+05  9.407892e+02  6.964410e-01  6.796276e-05  1.689820e-01  2.021290e-05  1.614087e-02  3.123198e-02  7.750458e-03  1.506295e-03  7.566554e-02  4.569262e-04  7.116803e-04  8.812965e-12  1.140415e-05
4.987344e+01  1.013250e+05  9.550834e+02  6.959812e-01  7.601419e-05  1.677427e-01  2.284995e-05  1.642467e-02  3.287260e-02  8.285720e-03  1.636252e-03  7.460740e-02  4.871878e-04  7.589340e-04  1.246425e-11  1.237915e-05
4.987812e+01  1.013250e+05  9.700472e+02  6.955165e-01  8.501110e-05  1.664356e-01  2.586792e-05  1.671071e-02  3.458111e-02  8.853059e-03  1.776260e-03  7.349898e-02  5.189465e-04  8.074518e-04  1.769455e-11  1.338026e-05
4.988281e+01  1.013250e+05  9.856896e+02  6.950473e-01  9.506728e-05  1.650585e-01  2.932937e-05  1.699878e-02  3.635827e-02  9.453680e-03  1.926905e-03  7.233915e-02  5.522037e-04  8.569143e-04  2.521523e-11  1.439510e-05
4.988750e+01  1.013250e+05  1.002017e+03  6.945744e-01  1.063112e-04  1.636093e-01  3.330753e-05  1.728867e-02  3.820464e-02  1.008876e-02  2.088790e-03  7.112691e-02  5.869501e-04  9.069344e-04  3.606864e-11  1.540875e-05
4.989219e+01  1.013250e+05  1.019034e+03  6.940984e-01  1.188877e-04  1.620860e-01  3.788795e-05  1.758015e-02  4.012062e-02  1.075942e-02  2.262528e-03  6.986140e-02  6.231633e-04  9.570522e-04  5.178505e-11  1.640391e-05
4.989687e+01  1.013250e+05  1.036743e+03  6.936200e-01  1.329604e-04  1.604865e-01  4.317026e-05  1.787296e-02  4.210640e-02  1.146677e-02  2.448744e-03  6.854189e-02  6.608070e-04  1.006732e-03  7.461395e-11  1.736107e-05
4.990156e+01  1.013250e+05  1.055140e+03  6.931399e-01  1.487136e-04  1.588092e-01  4.927015e-05  1.816682e-02  4.416195e-02  1.221181e-02  2.648071e-03  6.716785e-02  6.998279e-04  1.055363e-03  1.078644e-10  1.825897e-05
4.990625e+01  1.013250e+05  1.074222e+03  6.926588e-01  1.663544e-04  1.570524e-01  5.632160e-05  1.846142e-02  4.628702e-02  1.299549e-02  2.861149e-03  6.573892e-02  7.401547e-04  1.102257e-03  1.564038e-10  1.907514e-05
4.991094e+01  1.013250e+05  1.093981e+03  6.921775e-01  1.861155e-04  1.552147e-01  6.447916e-05  1.875642e-02  4.848111e-02  1.381867e-02  3.088620e-03  6.425500e-02  7.816949e-04  1.146658e-03  2.273866e-10  1.978669e-05
4.991562e+01  1.013250e+05  1.114405e+03  6.916968e-01  2.082563e-04  1.532951e-01  7.392043e-05  1.905145e-02  5.074342e-02  1.468208e-02  3.331128e-03  6.271623e-02  8.243329e-04  1.187750e-03  3.313115e-10  2.037121e-05
4.992031e+01  1.013250e+05  1.135479e+03  6.912176e-01  2.330658e-04  1.512926e-01  8.484864e-05  1.934609e-02  5.307290e-02  1.558632e-02  3.589312e-03  6.112304e-02  8.679274e-04  1.224670e-03  4.835474e-10  2.080771e-05
4.992500e+01  1.013250e+05  1.157185e+03  6.907405e-01  2.608630e-04  1.492066e-01  9.749534e-05  1.963987e-02  5.546816e-02  1.653187e-02  3.863805e-03  5.947619e-02  9.123089e-04  1.256527e-03  7.065162e-10  2.107773e-05
4.992969e+01  1.013250e+05  1.179500e+03  6.902665e-01  2.919983e-04  1.470369e-01  1.121230e-04  1.993228e-02  5.792746e-02  1.751898e-02  4.155226e-03  5.777680e-02  9.572777e-04  1.282426e-03  1.032789e-09  2.116638e-05
4.993437e+01  1.013250e+05  1.202396e+03  6.897964e-01  3.268534e-04  1.447837e-01  1.290278e-04  2.022272e-02  6.044872e-02  1.854773e-02  4.464179e-03  5.602638e-02  1.002601e-03  1.301501e-03  1.509430e-09  2.106322e-05
4.993906e+01  1.013250e+05  1.225844e+03  6.893312e-01  3.658403e-04  1.424476e-01  1.485417e-04  2.051055e-02  6.302944e-02  1.961796e-02  4.791242e-03  5.422691e-02  1.048014e-03  1.312943e-03  2.204017e-09  2.076319e-05
4.994375e+01  1.013250e+05  1.249808e+03  6.888717e-01  4.093996e-04  1.400297e-01  1.710352e-04  2.079502e-02  6.566672e-02  2.072922e-02  5.136963e-03  5.238082e-02  1.093213e-03  1.316041e-03  3.212882e-09  2.026708e-05
4.994844e+01  1.013250e+05  1.274249e+03  6.884188e-01  4.579977e-04  1.375316e-01  1.969185e-04  2.107534e-02  6.835720e-02  2.188078e-02  5.501856e-03  5.049107e-02  1.137863e-03  1.310220e-03  4.672199e-09  1.958190e-05
4.995312e+01  1.013250e+05  1.299125e+03  6.879737e-01  5.121221e-04  1.349554e-01  2.266435e-04  2.135057e-02  7.109705e-02  2.307155e-02  5.886387e-03  4.856115e-02  1.181593e-03  1.295078e-03  6.772670e-09  1.872083e-05
4.995781e+01  1.013250e+05  1.324387e+03  6.875371e-01  5.722765e-04  1.323039e-01  2.607037e-04  2.161970e-02  7.388197e-02  2.430007e-02  6.290972e-03  4.659516e-02  1.223999e-03  1.270419e-03  9.778598e-09  1.770285e-05
4.996250e+01  1.013250e+05  1.349986e+03  6.871102e-01  6.389745e-04  1.295805e-01  2.996352e-04  2.188162e-02  7.670713e-02  2.556446e-02  6.715966e-03  4.459777e-02  1.264649e-03  1.236287e-03  1.405211e-08  1.655202e-05
4.996719e+01  1.013250e+05  1.375866e+03  6.866939e-01  7.127314e-04  1.267894e-01  3.440150e-04  2.213509e-02  7.956718e-02  2.686239e-02  7.161654e-03  4.257429e-02  1.303086e-03  1.192979e-03  2.008316e-08  1.529647e-05
4.997187e+01  1.013250e+05  1.401969e+03  6.862892e-01  7.940560e-04  1.239352e-01  3.944600e-04  2.237878e-02  8.245628e-02  2.819103e-02  7.628246e-03  4.053061e-02  1.338836e-03  1.141059e-03  2.852561e-08  1.396711e-05
4.997656e+01  1.013250e+05  1.428232e+03  6.858972e-01  8.834408e-04  1.210234e-01  4.516243e-04  2.261124e-02  8.536806e-02  2.954706e-02  8.115870e-03  3.847323e-02  1.371416e-03  1.081351e-03  4.023915e-08  1.259623e-05
4.998125e+01  1.013250e+05  1.454590e+03  6.855188e-01  9.813514e-04  1.180602e-01  5.161957e-04  2.283092e-02  8.829568e-02  3.092662e-02  8.624561e-03  3.640921e-02  1.400344e-03  1.014920e-03  5.633577e-08  1.121598e-05
4.998594e+01  1.013250e+05  1.480974e+03  6.851551e-01  1.088215e-03  1.150524e-01  5.888909e-04  2.303621e-02  9.123184e-02  3.232527e-02  9.154263e-03  3.434611e-02  1.425153e-03  9.430387e-04  7.822849e-08  9.856907e-06
4.999063e+01  1.013250e+05  1.507313e+03  6.848070e-01  1.204410e-03  1.120073e-01  6.704500e-04  2.322540e-02  9.416882e-02  3.373807e-02  9.704819e-03  3.229195e-02  1.445398e-03  8.671416e-04  1.076781e-07  8.546670e-06
4.999531e+01  1.013250e+05  1.533535e+03  6.844754e-01  1.330250e-03  1.089331e-01  7.616291e-04  2.339677e-02  9.709858e-02  3.515952e-02  1.027597e-02  3.025506e-02  1.460674e-03  7.887669e-04  1.468321e-07  7.308938e-06
5.000000e+01  1.013250e+05  1.559562e+03  6.841611e-01  1.465975e-03  1.058382e-01  8.631919e-04  2.354856e-02  1.000128e-01  3.658359e-02  1.086737e-02  2.824401e-02  1.470625e-03  7.094920e-04  1.982469e-07  6.162606e-06
5.000469e+01  1.013250e+05  1.585320e+03  6.838649e-01  1.611737e-03  1.027315e-01  9.758990e-04  2.367904e-02  1.029030e-01  3.800382e-02  1.147855e-02  2.626748e-02  1.474959e-03  6.308652e-04  2.648844e-07  5.121344e-06
5.000937e+01  1.013250e+05  1.610731e+03  6.835876e-01  1.767587e-03  9.962221e-02  1.100496e-03  2.378654e-02  1.057605e-01  3.941330e-02  1.210897e-02  2.433408e-02  1.473456e-03  5.543394e-04  3.500693e-07  4.193498e-06
5.001406e+01  1.013250e+05  1.635720e+03  6.833298e-01  1.933465e-03  9.651981e-02  1.237698e-03  2.386950e-02  1.085768e-01  4.080480e-02  1.275798e-02  2.245223e-02  1.465975e-03  4.812121e-04  4.573967e-07  3.382316e-06
5.001875e+01  1.013250e+05  1.660211e+03  6.830920e-01  2.109189e-03  9.343375e-02  1.388175e-03  2.392648e-02  1.113435e-01  4.217082e-02  1.342486e-02  2.062996e-02  1.452461e-03  4.125756e-04  5.905779e-07  2.686462e-06
5.002344e+01  1.013250e+05  1.684133e+03  6.828748e-01  2.294444e-03  9.037347e-02  1.552532e-03  2.395626e-02  1.140524e-01  4.350371e-02  1.410880e-02  1.887480e-02  1.432946e-03  3.492826e-04  7.532181e-07  2.100740e-06
5.002813e+01  1.013250e+05  1.707414e+03  6.826783e-01  2.488782e-03  8.734823e-02  1.731287e-03  2.395782e-02  1.166955e-01  4.479579e-02  1.480892e-02  1.719355e-02  1.407549e-03  2.919270e-04  9.485253e-07  1.616969e-06
5.003281e+01  1.013250e+05  1.729992e+03  6.825029e-01  2.691615e-03  8.436698e-02  1.924852e-03  2.393044e-02  1.192657e-01  4.603945e-02  1.552429e-02  1.559221e-02  1.376472e-03  2.408422e-04  1.178957e-06  1.224895e-06
5.003750e+01  1.013250e+05  1.751805e+03  6.823487e-01  2.902216e-03  8.143825e-02  2.133506e-03  2.387368e-02  1.217560e-01  4.722731e-02  1.625392e-02  1.407582e-02  1.339996e-03  1.961145e-04  1.445831e-06  9.130917e-07
5.004219e+01  1.013250e+05  1.772800e+03  6.822157e-01  3.119728e-03  7.857005e-02  2.357375e-03  2.378747e-02  1.241604e-01  4.835234e-02  1.699676e-02  1.264835e-02  1.298470e-03  1.576112e-04  1.748921e-06  6.697618e-07
5.004688e+01  1.013250e+05  1.792930e+03  6.821038e-01  3.343173e-03  7.576976e-02  2.596407e-03  2.367207e-02  1.264735e-01  4.940799e-02  1.775173e-02  1.131268e-02  1.252309e-03  1.250175e-04  2.086095e-06  4.834069e-07
5.005156e+01  1.013250e+05  1.812155e+03  6.820127e-01  3.571465e-03  7.304405e-02  2.850352e-03  2.352810e-02  1.286906e-01  5.038832e-02  1.851770e-02  1.007053e-02  1.201982e-03  9.787964e-05  2.453035e-06  3.433308e-07
5.005625e+01  1.013250e+05  1.830445e+03  6.819420e-01  3.803431e-03  7.039886e-02  3.118746e-03  2.335656e-02  1.308083e-01  5.128816e-02  1.929354e-02  8.922456e-03  1.148002e-03  7.565027e-05  2.843097e-06  2.399753e-07
5.006094e+01  1.013250e+05  1.847776e+03  6.818911e-01  4.037835e-03  6.783927e-02  3.400895e-03  2.315882e-02  1.328235e-01  5.210314e-02  2.007805e-02  7.867921e-03  1.090923e-03  5.773129e-05  3.247359e-06  1.650998e-07
5.006563e+01  1.013250e+05  1.864134e+03  6.818595e-01  4.273402e-03  6.536956e-02  3.695872e-03  2.293655e-02  1.347344e-01  5.282986e-02  2.087004e-02  6.905322e-03  1.031329e-03  4.351191e-05  3.654874e-06  1.118284e-07
5.007031e+01  1.013250e+05  1.879513e+03  6.818464e-01  4.508844e-03  6.299315e-02  4.002516e-03  2.269177e-02  1.365401e-01  5.346590e-02  2.166828e-02  6.032103e-03  9.698272e-04  3.239974e-05  4.053152e-06  7.459450e-08
5.007500e+01  1.013250e+05  1.893918e+03  6.818508e-01  4.742892e-03  6.071261e-02  4.319441e-03  2.242673e-02  1.382403e-01  5.400987e-02  2.247154e-02  5.244862e-03  9.070396e-04  2.384392e-05  4.428833e-06  4.901848e-08
5.007969e+01  1.013250e+05  1.907360e+03  6.818720e-01  4.974319e-03  5.852971e-02  4.645054e-03  2.214392e-02  1.398359e-01  5.446144e-02  2.327857e-02  4.539490e-03  8.435951e-04  1.735031e-05  4.768513e-06  3.174560e-08
5.008438e+01  1.013250e+05  1.919860e+03  6.819087e-01  5.201968e-03  5.644540e-02  4.977582e-03  2.184600e-02  1.413283e-01  5.482134e-02  2.408811e-02  3.911304e-03  7.801193e-04  1.248942e-05  5.059633e-06  2.027087e-08
5.008906e+01  1.013250e+05  1.931445e+03  6.819600e-01  5.424770e-03  5.445991e-02  5.315109e-03  2.153575e-02  1.427197e-01  5.509129e-02  2.489890e-02  3.355199e-03  7.172237e-04  8.898447e-06  5.291351e-06  1.276854e-08
5.009375e+01  1.013250e+05  1.942151e+03  6.820248e-01  5.641767e-03  5.257277e-02  5.655615e-03  2.121599e-02  1.440130e-01  5.527398e-02  2.570969e-02  2.865788e-03  6.554943e-04  6.278702e-06  5.455293e-06  7.938225e-09
5.009844e+01  1.013250e+05  1.952018e+03  6.821019e-01  5.852118e-03  5.078285e-02  5.997024e-03  2.088954e-02  1.452116e-01  5.537293e-02  2.651924e-02  2.437538e-03  5.954788e-04  4.390035e-06  5.546119e-06  4.873823e-09
5.010313e+01  1.013250e+05  1.961091e+03  6.821903e-01  6.055116e-03  4.908850e-02  6.337258e-03  2.055919e-02  1.463192e-01  5.539247e-02  2.732631e-02  2.064895e-03  5.376749e-04  3.043510e-06  5.561822e-06  2.956967e-09
5.010781e+01  1.013250e+05  1.969421e+03  6.822888e-01  6.250181e-03  4.748754e-02  6.674282e-03  2.022760e-02  1.473402e-01  5.533753e-02  2.812971e-02  1.742392e-03  4.825190e-04  2.093437e-06  5.503755e-06  1.773921e-09
5.011250e+01  1.013250e+05  1.977059e+03  6.823965e-01  6.436869e-03  4.597735e-02  7.006157e-03  1.989728e-02  1.482790e-01  5.521359e-02  2.892828e-02  1.464739e-03  4.303764e-04  1.429527e-06  5.376396e-06  1.052997e-09
5.011719e+01  1.013250e+05  1.984061e+03  6.825122e-01  6.614855e-03  4.455499e-02  7.331084e-03  1.957058e-02  1.491402e-01  5.502648e-02  2.972089e-02  1.226900e-03  3.815346e-04  9.696983e-07  5.186869e-06  6.189167e-10
5.012188e+01  1.013250e+05  1.990479e+03  6.826350e-01  6.783936e-03  4.321718e-02  7.647434e-03  1.924961e-02  1.499286e-01  5.478228e-02  3.050647e-02  1.024147e-03  3.361994e-04  6.538055e-07  4.944326e-06  3.604708e-10
5.012656e+01  1.013250e+05  1.996370e+03  6.827640e-01  6.944010e-03  4.196046e-02  7.953787e-03  1.893624e-02  1.506488e-01  5.448718e-02  3.128400e-02  8.520973e-04  2.944945e-04  4.384014e-07  4.659223e-06  2.081968e-10
5.013125e+01  1.013250e+05  2.001784e+03  6.828983e-01  7.095068e-03  4.078119e-02  8.248941e-03  1.863210e-02  1.513057e-01  5.414736e-02  3.205254e-02  7.067382e-04  2.564644e-04  2.925058e-07  4.342597e-06  1.193412e-10
5.013594e+01  1.013250e+05  2.006773e+03  6.830372e-01  7.237181e-03  3.967560e-02  8.531928e-03  1.833856e-02  1.519037e-01  5.376884e-02  3.281118e-02  5.844344e-04  2.220806e-04  1.942857e-07  4.005407e-06  6.794767e-11
5.014063e+01  1.013250e+05  2.011385e+03  6.831798e-01  7.370485e-03  3.863991e-02  8.802013e-03  1.805672e-02  1.524473e-01  5.335745e-02  3.355911e-02  4.819259e-04  1.912500e-04  1.285160e-07  3.657970e-06  3.845662e-11
5.014531e+01  1.013250e+05  2.015663e+03  6.833254e-01  7.495171e-03  3.767030e-02  9.058685e-03  1.778745e-02  1.529409e-01  5.291871e-02  3.429557e-02  3.963167e-04  1.638257e-04  8.467825e-08  3.309550e-06  2.164926e-11
5.015000e+01  1.013250e+05  2.019649e+03  6.834735e-01  7.611472e-03  3.676301e-02  9.301645e-03  1.753137e-02  1.533883e-01  5.245777e-02  3.501990e-02  3.250556e-04  1.396180e-04  5.556272e-08  2.968097e-06  1.212010e-11
5.015469e+01  1.013250e+05  2.023380e+03  6.836234e-01  7.719651e-03  3.591433e-02  9.530786e-03  1.728888e-02  1.537935e-01  5.197938e-02  3.573149e-02  2.659122e-04  1.184066e-04  3.625575e-08  2.640132e-06  6.725854e-12
5.015938e+01  1.013250e+05  2.026889e+03  6.837746e-01  7.819998e-03  3.512067e-02  9.746169e-03  1.706021e-02  1.541600e-01  5.148789e-02  3.642980e-02  2.169506e-04  9.995202e-05  2.341329e-08  2.330782e-06  3.644633e-12
5.016875e+01  1.013250e+05  2.033332e+03  6.840794e-01  7.998135e-03  3.368777e-02  1.013631e-02  1.664432e-02  1.547872e-01  5.047725e-02  3.778526e-02  1.445451e-04  7.056371e-05  1.022484e-08  1.779500e-06  1.211263e-12
5.017813e+01  1.013250e+05  2.039209e+03  6.843844e-01  8.148789e-03  3.243109e-02  1.047612e-02  1.628186e-02  1.552990e-01  4.945585e-02  3.908441e-02  9.538153e-05  4.899073e-05  4.390463e-09  1.324540e-06  4.004655e-13
5.018750e+01  1.013250e+05  2.044663e+03  6.846871e-01  8.274513e-03  3.132731e-02  1.076984e-02  1.596955e-02  1.557156e-01  4.844301e-02  4.032545e-02  6.209493e-05  3.341930e-05  1.786931e-09  9.629350e-07  1.227328e-13
5.020625e+01  1.013250e+05  2.054622e+03  6.852790e-01  8.458757e-03  2.951569e-02  1.123343e-02  1.548214e-02  1.563160e-01  4.648552e-02  4.263033e-02  2.729337e-05  1.565656e-05  3.747225e-10  4.965855e-07  1.930610e-14
5.022500e+01  1.013250e+05  2.063813e+03  6.858438e-01  8.572060e-03  2.808262e-02  1.157373e-02  1.513561e-02  1.567176e-01  4.467442e-02  4.471116e-02  1.126244e-05  6.834855e-06  6.745103e-11  2.355289e-07  2.750339e-15
5.026250e+01  1.013250e+05  2.080599e+03  6.868760e-01  8.633161e-03  2.605440e-02  1.198117e-02  1.475019e-02  1.571496e-01  4.156152e-02  4.822501e-02  2.511676e-06  1.619356e-06  5.199538e-12  6.193016e-08  1.974602e-16
5.030000e+01  1.013250e+05  2.095907e+03  6.877794e-01  8.565338e-03  2.462795e-02  1.219844e-02  1.455287e-02  1.574213e-01  3.904478e-02  5.105446e-02  4.837706e-07  3.298158e-07  3.682858e-13  1.362652e-08  1.527401e-17
5.037500e+01  1.013250e+05  2.122716e+03  6.892356e-01  8.213030e-03  2.282028e-02  1.232711e-02  1.436060e-02  1.579360e-01  3.551687e-02  5.501508e-02  4.470139e-08  3.258725e-08  1.448558e-14  1.456954e-09  9.297403e-19
5.045000e+01  1.013250e+05  2.145838e+03  6.903800e-01  7.769663e-03  2.158592e-02  1.230950e-02  1.416342e-02  1.586110e-01  3.315169e-02  5.768426e-02  4.240663e-09  3.444920e-09  8.119642e-16  1.570276e-10  1.069751e-19
5.052500e+01  1.013250e+05  2.165996e+03  6.913060e-01  7.312125e-03  2.065810e-02  1.222744e-02  1.392328e-02  1.594065e-01  3.151698e-02  5.953876e-02  4.175642e-10  5.066771e-10  6.909187e-17  1.768915e-11  1.753697e-20
5.060000e+01  1.013250e+05  2.183738e+03  6.920786e-01  6.872964e-03  1.991578e-02  1.211387e-02  1.365215e-02  1.602563e-01  3.033945e-02  6.088106e-02  4.337877e-11  1.899672e-10  9.719881e-18  2.238517e-12  3.426775e-21
5.067500e+01  1.013250e+05  2.199474e+03  6.927410e-01  6.465503e-03  1.929630e-02  1.198432e-02  1.336703e-02  1.611107e-01  2.945001e-02  6.189888e-02  4.978805e-12  1.477524e-10  2.111600e-18  3.633166e-13  7.579232e-22
5.075000e+01  1.013250e+05  2.213503e+03  6.933218e-01  6.094114e-03  1.876421e-02  1.184724e-02  1.308079e-02  1.619382e-01  2.874448e-02  6.270822e-02  6.573995e-13  1.370400e-10  5.957037e-19  8.350641e-14  1.785784e-22
