T(K) p(Pa) phi Tf(K) SL(m/s) Xf(m) maxXCH mpXCH intXCH maxSM mpSM intSM maxCM mpCM intCM
300 101325 5.000000e-01 1.601601e+03 2.950708e-01 4.062500e-04 1.530495e-09 1.401626e-09 3.103207e-13 3.648668e+11 3.257134e+11 7.424510e+07 1.107357e+11 9.885701e+10 2.253275e+07 
300 101325 5.500000e-01 1.704146e+03 4.079397e-01 3.645800e-04 4.239856e-09 3.874504e-09 7.503071e-13 9.358417e+11 9.190861e+11 1.634884e+08 2.840919e+11 2.790091e+11 4.962848e+07 
300 101325 6.000000e-01 1.794555e+03 5.186025e-01 3.333400e-04 9.181343e-09 8.328029e-09 1.466642e-12 1.899467e+12 1.868356e+12 2.994293e+08 5.767216e+11 5.672842e+11 9.091114e+07 
300 101325 6.500000e-01 1.887218e+03 6.445534e-01 2.968700e-04 1.866381e-08 1.727774e-08 2.708001e-12 3.611334e+12 3.596631e+12 5.153361e+08 1.096680e+12 1.092220e+12 1.564910e+08 
300 101325 7.000000e-01 1.977221e+03 7.779637e-01 2.552000e-04 3.481447e-08 3.349128e-08 4.627195e-12 6.335546e+12 6.092957e+12 8.526620e+08 1.924262e+12 1.850626e+12 2.589682e+08 
300 101325 7.500000e-01 2.051590e+03 8.960724e-01 2.604100e-04 5.686458e-08 5.185831e-08 7.222541e-12 9.817937e+12 9.454438e+12 1.247069e+09 2.982324e+12 2.871975e+12 3.788048e+08 
300 101325 8.000000e-01 2.131974e+03 1.035383e+00 2.187500e-04 9.518311e-08 9.373631e-08 1.122552e-11 1.551791e+13 1.513698e+13 1.854815e+09 4.714434e+12 4.598782e+12 5.634901e+08 
300 101325 8.500000e-01 2.199613e+03 1.157659e+00 2.239600e-04 1.451625e-07 1.405961e-07 1.662473e-11 2.250420e+13 2.155971e+13 2.608459e+09 6.837687e+12 6.550840e+12 7.925361e+08 
300 101325 9.000000e-01 2.257756e+03 1.276494e+00 2.239600e-04 2.120627e-07 1.999742e-07 2.367150e-11 3.138765e+13 3.100845e+13 3.493009e+09 9.537787e+12 9.422676e+12 1.061400e+09 
300 101325 9.500000e-01 2.306362e+03 1.391921e+00 2.239600e-04 3.031161e-07 2.794709e-07 3.304163e-11 4.282310e+13 4.169504e+13 4.657139e+09 1.301398e+13 1.267132e+13 1.415276e+09 
300 101325 1.000000e+00 2.344373e+03 1.498873e+00 1.979100e-04 4.299553e-07 4.183448e-07 4.521545e-11 5.790436e+13 5.596409e+13 6.179698e+09 1.759893e+13 1.700946e+13 1.878160e+09 
300 101325 1.050000e+00 2.363765e+03 1.592564e+00 1.979100e-04 5.614096e-07 5.487120e-07 5.836683e-11 7.303296e+13 7.030724e+13 7.690476e+09 2.219846e+13 2.137029e+13 2.337484e+09 
300 101325 1.100000e+00 2.372648e+03 1.683790e+00 2.135400e-04 7.401955e-07 6.662685e-07 7.726596e-11 9.246909e+13 8.988310e+13 9.653613e+09 2.810830e+13 2.732248e+13 2.934393e+09 
300 101325 1.150000e+00 2.366652e+03 1.764688e+00 2.109400e-04 9.554886e-07 8.836481e-07 9.922743e-11 1.151222e+14 1.128932e+14 1.191936e+10 3.499657e+13 3.431940e+13 3.623368e+09 
300 101325 1.200000e+00 2.352282e+03 1.836291e+00 2.057300e-04 1.212634e-06 1.139850e-06 1.255722e-10 1.410548e+14 1.300961e+14 1.476707e+10 4.288282e+13 3.955191e+13 4.489345e+09 
300 101325 1.250000e+00 2.331775e+03 1.899845e+00 2.005200e-04 1.505877e-06 1.438018e-06 1.559973e-10 1.693764e+14 1.594294e+14 1.775910e+10 5.149614e+13 4.847264e+13 5.399282e+09 
300 101325 1.300000e+00 2.310149e+03 1.950853e+00 2.161500e-04 1.840845e-06 1.634037e-06 1.943009e-10 2.005008e+14 1.916847e+14 2.111095e+10 6.096246e+13 5.828262e+13 6.418708e+09 
300 101325 1.350000e+00 2.284262e+03 1.992862e+00 2.109400e-04 2.220979e-06 2.021228e-06 2.363429e-10 2.344878e+14 2.095415e+14 2.522714e+10 7.130016e+13 6.371578e+13 7.670649e+09 
