398.347 533
398.472 891
398.598 624
398.723 544
398.849 428
398.974 798
399.1 287
399.225 604
399.35 929
399.476 944
399.601 270
399.727 236
399.852 646
399.977 263
400.103 552
400.228 492
400.354 583
400.479 388
400.604 0
400.73 530
400.855 124
400.98 0
401.106 140
401.231 210
401.356 0
401.482 0
401.607 0
401.732 0
401.858 68
401.983 583
402.108 763
402.234 0
402.359 698
402.484 0
402.609 0
402.735 102
402.86 357
402.985 88
403.111 644
403.236 761
403.361 581
403.486 0
403.611 264
403.737 5
403.862 0
403.987 393
404.112 751
404.238 45
404.363 0
404.488 5
404.613 272
404.738 172
404.864 0
404.989 0
405.114 248
405.239 0
405.364 321
405.489 710
405.615 291
405.74 0
405.865 0
405.99 476
406.115 441
406.24 420
406.365 556
406.49 138
406.616 76
406.741 0
406.866 121
406.991 129
407.116 0
407.241 536
407.366 229
407.491 133
407.616 0
407.741 0
407.866 306
407.991 216
408.116 451
408.241 12
408.366 72
408.491 36
408.616 585
408.741 500
408.866 339
408.991 231
409.116 121
409.241 0
409.366 257
409.491 166
409.616 168
409.741 109
409.866 367
409.991 199
410.116 402
410.241 0
410.366 328
410.491 0
410.616 0
410.741 0
410.866 319
410.991 35
411.116 0
411.241 0
411.366 189
411.49 0
411.615 0
411.74 110
411.865 0
411.99 0
412.115 0
412.24 0
412.365 0
412.489 0
412.614 0
412.739 0
412.864 0
412.989 172
413.114 0
413.238 7
413.363 226
413.488 272
413.613 0
413.738 723
413.862 0
413.987 0
414.112 445
414.237 194
414.362 0
414.486 156
414.611 16
414.736 472
414.861 51
414.985 218
415.11 671
415.235 72
415.36 155
415.484 0
415.609 0
415.734 283
415.858 427
415.983 0
416.108 0
416.232 126
416.357 445
416.482 246
416.607 0
416.731 147
416.856 150
416.981 89
417.105 263
417.23 310
417.354 736
417.479 741
417.604 820
417.728 3533
417.853 2249
417.978 693
418.102 252
418.227 655
418.351 355
418.476 407
418.601 405
418.725 0
418.85 437
418.974 465
419.099 281
419.223 242
419.348 413
419.473 422
419.597 732
419.722 154
419.846 0
419.971 729
420.095 90
420.22 654
420.344 388
420.469 0
420.593 528
420.718 0
420.842 0
420.967 0
421.091 0
421.216 6
421.34 0
421.465 1028
421.589 780
421.714 565
421.838 620
421.962 491
422.087 1101
422.211 563
422.336 749
422.46 893
422.585 664
422.709 661
422.833 839
422.958 1112
423.082 1108
423.207 1213
423.331 1426
423.455 538
423.58 1756
423.704 901
423.828 1821
423.953 1212
424.077 919
424.202 1225
424.326 865
424.45 1025
424.575 1281
424.699 835
424.823 870
424.948 22
425.072 158
425.196 173
425.32 0
425.445 0
425.569 0
425.693 0
425.818 0
425.942 19
426.066 0
426.19 152
426.315 588
426.439 777
426.563 1557
426.687 1740
426.812 2570
426.936 2782
427.06 1836
427.184 1896
427.308 2651
427.433 2957
427.557 2553
427.681 2764
427.805 3543
427.929 2596
428.054 2419
428.178 2925
428.302 2275
428.426 3199
428.55 4323
428.674 4027
428.799 3576
428.923 3873
