X(mm)  p(Pa)  T(K)  X_N2_  X_H_  X_O2_  X_OH_  X_H2_  X_H2O_  X_CO_  X_CO2_  X_CH4_  X_CH2O_  X_C2H6_  X_CH_  X_C3H8_
4.977396e+01  1.013250e+05  6.248065e+02  7.027217e-01  1.766746e-06  1.797283e-01  1.120597e-06  1.124521e-02  1.637132e-02  3.057098e-03  6.646782e-04  8.564935e-02  1.230094e-04  1.612244e-04  1.586069e-15  1.973387e-06
4.978125e+01  1.013250e+05  6.354308e+02  7.022727e-01  2.314494e-06  1.789113e-01  1.386058e-06  1.151152e-02  1.763489e-02  3.352517e-03  7.462607e-04  8.494605e-02  1.364400e-04  1.814058e-04  2.909806e-15  2.301902e-06
4.978854e+01  1.013250e+05  6.468877e+02  7.018096e-01  3.013970e-06  1.780251e-01  1.709284e-06  1.178222e-02  1.898676e-02  3.675312e-03  8.375055e-04  8.418987e-02  1.512030e-04  2.039169e-04  5.284137e-15  2.683066e-06
4.979583e+01  1.013250e+05  6.592172e+02  7.013328e-01  3.900914e-06  1.770654e-01  2.100333e-06  1.205711e-02  2.043023e-02  4.027364e-03  9.393315e-04  8.337810e-02  1.673806e-04  2.289387e-04  9.486891e-15  3.123755e-06
4.979948e+01  1.013250e+05  6.657264e+02  7.010895e-01  4.430928e-06  1.765562e-01  2.325611e-06  1.219608e-02  2.118778e-02  4.215155e-03  9.946020e-04  8.295022e-02  1.760332e-04  2.424633e-04  1.269464e-14  3.369303e-06
4.980313e+01  1.013250e+05  6.724735e+02  7.008430e-01  5.024635e-06  1.760265e-01  2.572473e-06  1.233601e-02  2.196989e-02  4.411193e-03  1.052984e-03  8.250711e-02  1.850807e-04  2.567053e-04  1.693347e-14  3.633272e-06
4.980677e+01  1.013250e+05  6.794631e+02  7.005936e-01  5.688534e-06  1.754757e-01  2.842520e-06  1.247689e-02  2.277691e-02  4.615736e-03  1.114616e-03  8.204843e-02  1.945330e-04  2.716869e-04  2.252786e-14  3.916709e-06
4.981042e+01  1.013250e+05  6.866999e+02  7.003412e-01  6.429625e-06  1.749033e-01  3.137449e-06  1.261868e-02  2.360919e-02  4.829040e-03  1.179636e-03  8.157384e-02  2.043993e-04  2.874294e-04  2.989485e-14  4.220667e-06
4.981406e+01  1.013250e+05  6.941882e+02  7.000861e-01  7.255437e-06  1.743087e-01  3.459060e-06  1.276135e-02  2.446705e-02  5.051365e-03  1.248189e-03  8.108302e-02  2.146889e-04  3.039527e-04  3.957494e-14  4.546199e-06
4.981771e+01  1.013250e+05  7.019323e+02  6.998283e-01  8.174056e-06  1.736912e-01  3.809275e-06  1.290487e-02  2.535080e-02  5.282968e-03  1.320420e-03  8.057564e-02  2.254101e-04  3.212754e-04  5.226985e-14  4.894345e-06
4.982135e+01  1.013250e+05  7.099361e+02  6.995680e-01  9.194156e-06  1.730505e-01  4.190150e-06  1.304920e-02  2.626072e-02  5.524108e-03  1.396479e-03  8.005138e-02  2.365711e-04  3.394141e-04  6.889563e-14  5.266118e-06
4.982500e+01  1.013250e+05  7.182034e+02  6.993055e-01  1.032502e-05  1.723858e-01  4.603906e-06  1.319431e-02  2.719707e-02  5.775043e-03  1.476516e-03  7.950992e-02  2.481791e-04  3.583836e-04  9.068130e-14  5.662485e-06
4.983229e+01  1.013250e+05  7.355316e+02  6.987740e-01  1.294686e-05  1.709837e-01  5.536680e-06  1.348673e-02  2.914898e-02  6.306845e-03  1.648905e-03  7.837495e-02  2.727461e-04  3.988326e-04  1.554312e-13  6.531197e-06
4.983958e+01  1.013250e+05  7.539305e+02  6.982353e-01  1.613662e-05  1.694821e-01  6.630471e-06  1.378185e-02  3.120710e-02  6.879856e-03  1.838546e-03  7.716918e-02  2.991214e-04  4.426039e-04  2.648097e-13  7.503648e-06
4.984687e+01  1.013250e+05  7.734214e+02  6.976906e-01  1.999382e-05  1.678769e-01  7.912016e-06  1.407941e-02  3.337264e-02  7.495981e-03  2.046661e-03  7.589050e-02  3.273368e-04  4.896945e-04  4.488013e-13  8.583118e-06
4.985417e+01  1.013250e+05  7.940213e+02  6.971416e-01  2.463232e-05  1.661642e-01  9.414676e-06  1.437912e-02  3.564647e-02  8.157074e-03  2.274493e-03  7.453695e-02  3.574126e-04  5.400320e-04  7.577444e-13  9.769698e-06
4.986146e+01  1.013250e+05  8.157430e+02  6.965896e-01  3.018272e-05  1.643406e-01  1.118093e-05  1.468071e-02  3.802905e-02  8.864933e-03  2.523311e-03  7.310673e-02  3.893574e-04  5.934573e-04  1.275355e-12  1.105910e-05
4.986510e+01  1.013250e+05  8.270325e+02  6.963130e-01  3.335883e-05  1.633855e-01  1.218416e-05  1.483213e-02  3.926162e-02  9.237192e-03  2.656136e-03  7.236201e-02  4.060357e-04  6.212387e-04  1.659035e-12  1.173891e-05
4.986875e+01  1.013250e+05  8.386107e+02  6.960364e-01  3.682274e-05  1.624006e-01  1.327656e-05  1.498390e-02  4.052187e-02  9.622059e-03  2.794852e-03  7.159714e-02  4.231908e-04  6.497013e-04  2.157222e-12  1.244082e-05
4.987240e+01  1.013250e+05  8.504779e+02  6.957598e-01  4.059728e-05  1.613857e-01  1.446779e-05  1.513599e-02  4.180975e-02  1.001975e-02  2.939631e-03  7.081196e-02  4.408204e-04  6.787904e-04  2.805931e-12  1.316236e-05
4.987604e+01  1.013250e+05  8.626340e+02  6.954836e-01  4.470712e-05  1.603403e-01  1.576889e-05  1.528837e-02  4.312518e-02  1.043045e-02  3.090646e-03  7.000630e-02  4.589208e-04  7.084415e-04  3.651993e-12  1.390050e-05
4.987969e+01  1.013250e+05  8.750783e+02  6.952080e-01  4.917896e-05  1.592640e-01  1.719244e-05  1.544099e-02  4.446807e-02  1.085438e-02  3.248070e-03  6.918003e-02  4.774874e-04  7.385790e-04  4.757081e-12  1.465160e-05
4.988333e+01  1.013250e+05  8.878100e+02  6.949330e-01  5.404172e-05  1.581564e-01  1.875280e-05  1.559380e-02  4.583830e-02  1.129170e-02  3.412076e-03  6.833301e-02  4.965143e-04  7.691161e-04  6.202676e-12  1.541140e-05
4.988698e+01  1.013250e+05  9.008279e+02  6.946590e-01  5.932679e-05  1.570174e-01  2.046623e-05  1.574677e-02  4.723569e-02  1.174261e-02  3.582837e-03  6.746514e-02  5.159944e-04  7.999535e-04  8.096618e-12  1.617499e-05
4.989062e+01  1.013250e+05  9.141300e+02  6.943862e-01  6.506829e-05  1.558464e-01  2.235117e-05  1.589984e-02  4.866008e-02  1.220727e-02  3.760528e-03  6.657635e-02  5.359193e-04  8.309785e-04  1.058184e-11  1.693681e-05
4.989427e+01  1.013250e+05  9.277143e+02  6.941147e-01  7.130335e-05  1.546432e-01  2.442843e-05  1.605297e-02  5.011125e-02  1.268583e-02  3.945321e-03  6.566657e-02  5.562788e-04  8.620650e-04  1.384803e-11  1.769068e-05
4.989792e+01  1.013250e+05  9.415782e+02  6.938447e-01  7.807239e-05  1.534077e-01  2.672149e-05  1.620611e-02  5.158896e-02  1.317843e-02  4.137388e-03  6.473576e-02  5.770611e-04  8.930723e-04  1.814713e-11  1.842979e-05
4.990156e+01  1.013250e+05  9.557184e+02  6.935765e-01  8.541944e-05  1.521394e-01  2.925670e-05  1.635920e-02  5.309295e-02  1.368522e-02  4.336903e-03  6.378392e-02  5.982527e-04  9.238445e-04  2.381409e-11  1.914681e-05
4.990521e+01  1.013250e+05  9.701313e+02  6.933102e-01  9.339254e-05  1.508383e-01  3.206365e-05  1.651219e-02  5.462292e-02  1.420631e-02  4.544036e-03  6.281108e-02  6.198378e-04  9.542109e-04  3.129456e-11  1.983393e-05
4.990885e+01  1.013250e+05  9.848128e+02  6.930461e-01  1.020440e-04  1.495042e-01  3.517545e-05  1.666502e-02  5.617852e-02  1.474180e-02  4.758957e-03  6.181729e-02  6.417984e-04  9.839853e-04  4.118179e-11  2.048296e-05
4.991250e+01  1.013250e+05  9.997582e+02  6.927842e-01  1.114309e-04  1.481369e-01  3.862907e-05  1.681761e-02  5.775939e-02  1.529178e-02  4.981835e-03  6.080264e-02  6.641138e-04  1.012966e-03  5.426625e-11  2.108548e-05
4.991615e+01  1.013250e+05  1.014962e+03  6.925248e-01  1.216153e-04  1.467363e-01  4.246575e-05  1.696990e-02  5.936512e-02  1.585631e-02  5.212838e-03  5.976727e-02  6.867609e-04  1.040938e-03  7.160245e-11  2.163298e-05
4.991979e+01  1.013250e+05  1.030419e+03  6.922681e-01  1.326648e-04  1.453024e-01  4.673143e-05  1.712181e-02  6.099527e-02  1.643545e-02  5.452130e-03  5.871134e-02  7.097132e-04  1.067670e-03  9.460129e-11  2.211701e-05
4.992344e+01  1.013250e+05  1.046121e+03  6.920142e-01  1.446527e-04  1.438352e-01  5.147713e-05  1.727325e-02  6.264935e-02  1.702920e-02  5.699873e-03  5.763509e-02  7.329407e-04  1.092921e-03  1.251655e-10  2.252935e-05
4.992708e+01  1.013250e+05  1.062062e+03  6.917633e-01  1.576586e-04  1.423348e-01  5.675940e-05  1.742414e-02  6.432682e-02  1.763759e-02  5.956228e-03  5.653879e-02  7.564100e-04  1.116437e-03  1.659251e-10  2.286223e-05
4.993437e+01  1.013250e+05  1.094627e+03  6.912711e-01  1.869616e-04  1.392352e-01  6.911092e-05  1.772393e-02  6.774945e-02  1.889781e-02  6.495053e-03  5.428749e-02  8.039524e-04  1.157513e-03  2.895671e-10  2.326953e-05
4.994167e+01  1.013250e+05  1.128028e+03  6.907925e-01  2.214302e-04  1.360069e-01  8.439206e-05  1.802019e-02  7.125681e-02  2.021474e-02  7.069313e-03  5.196194e-02  8.519415e-04  1.188714e-03  5.065214e-10  2.329542e-05
4.994896e+01  1.013250e+05  1.162186e+03  6.903287e-01  2.619377e-04  1.326526e-01  1.032737e-04  1.831182e-02  7.484281e-02  2.158721e-02  7.680072e-03  4.956659e-02  8.999444e-04  1.208007e-03  8.849057e-10  2.291389e-05
4.995625e+01  1.013250e+05  1.197008e+03  6.898810e-01  3.094640e-04  1.291760e-01  1.265482e-04  1.859750e-02  7.850031e-02  2.301334e-02  8.328293e-03  4.710717e-02  9.474346e-04  1.213546e-03  1.540513e-09  2.212162e-05
4.996354e+01  1.013250e+05  1.232391e+03  6.894505e-01  3.650849e-04  1.255825e-01  1.551415e-04  1.887566e-02  8.222099e-02  2.449044e-02  9.014804e-03  4.459087e-02  9.937843e-04  1.203846e-03  2.666481e-09  2.094012e-05
4.997083e+01  1.013250e+05  1.268221e+03  6.890387e-01  4.299527e-04  1.218789e-01  1.901213e-04  1.914440e-02  8.599521e-02  2.601483e-02  9.740275e-03  4.202649e-02  1.038263e-03  1.177957e-03  4.578703e-09  1.941548e-05
4.997813e+01  1.013250e+05  1.304372e+03  6.886469e-01  5.052694e-04  1.180741e-01  2.327030e-04  1.940152e-02  8.981195e-02  2.758169e-02  1.050517e-02  3.942459e-02  1.080039e-03  1.135631e-03  7.782394e-09  1.761541e-05
4.998542e+01  1.013250e+05  1.340711e+03  6.882765e-01  5.922512e-04  1.141786e-01  2.842489e-04  1.964446e-02  9.365865e-02  2.918491e-02  1.130973e-02  3.679750e-02  1.118196e-03  1.077444e-03  1.306524e-08  1.562380e-05
4.999271e+01  1.013250e+05  1.377090e+03  6.879289e-01  6.920869e-04  1.102052e-01  3.462629e-04  1.987031e-02  9.752125e-02  3.081693e-02  1.215391e-02  3.415940e-02  1.151753e-03  1.004850e-03  2.162062e-08  1.353343e-05
5.000000e+01  1.013250e+05  1.413355e+03  6.876056e-01  8.058894e-04  1.061686e-01  4.203768e-04  2.007583e-02  1.013842e-01  3.246864e-02  1.303736e-02  3.152619e-02  1.179695e-03  9.201621e-04  3.519943e-08  1.143770e-05
5.000729e+01  1.013250e+05  1.449344e+03  6.873080e-01  9.346421e-04  1.020855e-01  5.083302e-04  2.025750e-02  1.052306e-01  3.412929e-02  1.395941e-02  2.891526e-02  1.201025e-03  8.264222e-04  5.627940e-08  9.422510e-06
5.001458e+01  1.013250e+05  1.484887e+03  6.870376e-01  1.079142e-03  9.797457e-02  6.119401e-04  2.041159e-02  1.090423e-01  3.578652e-02  1.491903e-02  2.634521e-02  1.214810e-03  7.271957e-04  8.822636e-08  7.559436e-06
5.002187e+01  1.013250e+05  1.519810e+03  6.867957e-01  1.239939e-03  9.385599e-02  7.330607e-04  2.053431e-02  1.128005e-01  3.742646e-02  1.591484e-02  2.383535e-02  1.220244e-03  6.262891e-04  1.354022e-07  5.900923e-06
5.002917e+01  1.013250e+05  1.553937e+03  6.865834e-01  1.417279e-03  8.975108e-02  8.735298e-04  2.062194e-02  1.164856e-01  3.903388e-02  1.694510e-02  2.140512e-02  1.216700e-03  5.274343e-04  2.031534e-07  4.478111e-06
5.003646e+01  1.013250e+05  1.587095e+03  6.864018e-01  1.611045e-03  8.568187e-02  1.035102e-03  2.067101e-02  1.200781e-01  4.059250e-02  1.800774e-02  1.907343e-02  1.203779e-03  4.339792e-04  2.975990e-07  3.301302e-06
5.004375e+01  1.013250e+05  1.619117e+03  6.862518e-01  1.820712e-03  8.167055e-02  1.219365e-03  2.067851e-02  1.235591e-01  4.208541e-02  1.910038e-02  1.685795e-02  1.181346e-03  3.486292e-04  4.251357e-07  2.362700e-06
5.005104e+01  1.013250e+05  1.649843e+03  6.861337e-01  2.045313e-03  7.773883e-02  1.427643e-03  2.064207e-02  1.269107e-01  4.349553e-02  2.022036e-02  1.477436e-02  1.149543e-03  2.732740e-04  5.916112e-07  1.640759e-06
5.005833e+01  1.013250e+05  1.679132e+03  6.860480e-01  2.283422e-03  7.390741e-02  1.660887e-03  2.056018e-02  1.301164e-01  4.480617e-02  2.136479e-02  1.283568e-02  1.108792e-03  2.089216e-04  8.011810e-07  1.105244e-06
5.006563e+01  1.013250e+05  1.706859e+03  6.859944e-01  2.533167e-03  7.019535e-02  1.919556e-03  2.043231e-02  1.331618e-01  4.600169e-02  2.253058e-02  1.105175e-02  1.059774e-03  1.557391e-04  1.054976e-06  7.221698e-07
5.007292e+01  1.013250e+05  1.732926e+03  6.859726e-01  2.792265e-03  6.661968e-02  2.203505e-03  2.025904e-02  1.360352e-01  4.706806e-02  2.371448e-02  9.428829e-03  1.003406e-03  1.131830e-04  1.349827e-06  4.579527e-07
5.007656e+01  1.013250e+05  1.745305e+03  6.859734e-01  2.924325e-03  6.488884e-02  2.354640e-03  2.015602e-02  1.374035e-01  4.754818e-02  2.431189e-02  8.678927e-03  9.728848e-04  9.550172e-05  1.509514e-06  3.591838e-07
5.008021e+01  1.013250e+05  1.757239e+03  6.859817e-01  3.057715e-03  6.319779e-02  2.511756e-03  2.004238e-02  1.387253e-01  4.799135e-02  2.491259e-02  7.970344e-03  9.409364e-04  8.007954e-05  1.675729e-06  2.795396e-07
5.008385e+01  1.013250e+05  1.768723e+03  6.859974e-01  3.192068e-03  6.154794e-02  2.674628e-03  1.991852e-02  1.399997e-01  4.839651e-02  2.551616e-02  7.302815e-03  9.077233e-04  6.673207e-05  1.846449e-06  2.158843e-07
5.008750e+01  1.013250e+05  1.779754e+03  6.860203e-01  3.327009e-03  5.994049e-02  2.842980e-03  1.978492e-02  1.412264e-01  4.876280e-02  2.612213e-02  6.675860e-03  8.734156e-04  5.526858e-05  2.019357e-06  1.654532e-07
5.009115e+01  1.013250e+05  1.790332e+03  6.860503e-01  3.462159e-03  5.837649e-02  3.016489e-03  1.964210e-02  1.424051e-01  4.908956e-02  2.673007e-02  6.088793e-03  8.381901e-04  4.549731e-05  2.191875e-06  1.258447e-07
5.009479e+01  1.013250e+05  1.800458e+03  6.860870e-01  3.597139e-03  5.685679e-02  3.194779e-03  1.949066e-02  1.435357e-01  4.937637e-02  2.733951e-02  5.540739e-03  8.022284e-04  3.723010e-05  2.361235e-06  9.500159e-08
5.009844e+01  1.013250e+05  1.810134e+03  6.861302e-01  3.731573e-03  5.538206e-02  3.377432e-03  1.933125e-02  1.446182e-01  4.962302e-02  2.795000e-02  5.030651e-03  7.657158e-04  3.028612e-05  2.524549e-06  7.118525e-08
5.010208e+01  1.013250e+05  1.819366e+03  6.861796e-01  3.865095e-03  5.395278e-02  3.563984e-03  1.916455e-02  1.456530e-01  4.982953e-02  2.856108e-02  4.557328e-03  7.288398e-04  2.449481e-05  2.678904e-06  5.294523e-08
5.010573e+01  1.013250e+05  1.828160e+03  6.862350e-01  3.997349e-03  5.256927e-02  3.753931e-03  1.899130e-02  1.466405e-01  4.999613e-02  2.917230e-02  4.119434e-03  6.917885e-04  1.969790e-05  2.821451e-06  3.908624e-08
5.010938e+01  1.013250e+05  1.836524e+03  6.862961e-01  4.127997e-03  5.123166e-02  3.946734e-03  1.881226e-02  1.475813e-01  5.012329e-02  2.978318e-02  3.715524e-03  6.547488e-04  1.575079e-05  2.949500e-06  2.863466e-08
5.011302e+01  1.013250e+05  1.844468e+03  6.863625e-01  4.256717e-03  4.993993e-02  4.141825e-03  1.862820e-02  1.484763e-01  5.021168e-02  3.039328e-02  3.344060e-03  6.179042e-04  1.252311e-05  3.060596e-06  2.080591e-08
5.011667e+01  1.013250e+05  1.852004e+03  6.864339e-01  4.383209e-03  4.869391e-02  4.338612e-03  1.843994e-02  1.493262e-01  5.026217e-02  3.100214e-02  3.003432e-03  5.814334e-04  9.898762e-06  3.152582e-06  1.497359e-08
5.012396e+01  1.013250e+05  1.865892e+03  6.865910e-01  4.628724e-03  4.633755e-02  4.735494e-03  1.805318e-02  1.508947e-01  5.025277e-02  3.221493e-02  2.409543e-03  5.101155e-04  6.150775e-06  3.273790e-06  7.801451e-09
5.013125e+01  1.013250e+05  1.878328e+03  6.867646e-01  4.862363e-03  4.415637e-02  5.131858e-03  1.765922e-02  1.522985e-01  5.010839e-02  3.341761e-02  1.917770e-03  4.421857e-04  3.752714e-06  3.305681e-06  3.970174e-09
5.013854e+01  1.013250e+05  1.889440e+03  6.869522e-01  5.082676e-03  4.214438e-02  5.522945e-03  1.726417e-02  1.535484e-01  4.984176e-02  3.460682e-02  1.514859e-03  3.786852e-04  2.251675e-06  3.249382e-06  1.976710e-09
5.014583e+01  1.013250e+05  1.899364e+03  6.871515e-01  5.288643e-03  4.029411e-02  5.904313e-03  1.687366e-02  1.546563e-01  4.946719e-02  3.577940e-02  1.188075e-03  3.204145e-04  1.330773e-06  3.113288e-06  9.645840e-10
5.015313e+01  1.013250e+05  1.908236e+03  6.873600e-01  5.479648e-03  3.859699e-02  6.272040e-03  1.649263e-02  1.556343e-01  4.899989e-02  3.693239e-02  9.255489e-04  2.679065e-04  7.759478e-07  2.911507e-06  4.621827e-10
5.016042e+01  1.013250e+05  1.916193e+03  6.875758e-01  5.655436e-03  3.704369e-02  6.622869e-03  1.612530e-02  1.564947e-01  4.845530e-02  3.806309e-02  7.165173e-04  2.214206e-04  4.470618e-07  2.661561e-06  2.178850e-10
5.016771e+01  1.013250e+05  1.923363e+03  6.877968e-01  5.816053e-03  3.562439e-02  6.954292e-03  1.577503e-02  1.572493e-01  4.784855e-02  3.916910e-02  5.514444e-04  1.809593e-04  2.548898e-07  2.381938e-06  1.012743e-10
5.017500e+01  1.013250e+05  1.929864e+03  6.880214e-01  5.961785e-03  3.432907e-02  7.264581e-03  1.544434e-02  1.579097e-01  4.719394e-02  4.024830e-02  4.220592e-04  1.463040e-04  1.440054e-07  2.089982e-06  4.651666e-11
5.018229e+01  1.013250e+05  1.935803e+03  6.882479e-01  6.093104e-03  3.314775e-02  7.552749e-03  1.513495e-02  1.584866e-01  4.650461e-02  4.129889e-02  3.213204e-04  1.170623e-04  8.071596e-08  1.800389e-06  2.116420e-11
5.018958e+01  1.013250e+05  1.941274e+03  6.884750e-01  6.210617e-03  3.207068e-02  7.818478e-03  1.484783e-02  1.589899e-01  4.579232e-02  4.231938e-02  2.433307e-04  9.272130e-05  4.492396e-08  1.524392e-06  9.562709e-12
5.019687e+01  1.013250e+05  1.946358e+03  6.887015e-01  6.315022e-03  3.108846e-02  8.062021e-03  1.458330e-02  1.594289e-01  4.506732e-02  4.330858e-02  1.832200e-04  7.269912e-05  2.483465e-08  1.269571e-06  4.301460e-12
5.020417e+01  1.013250e+05  1.951121e+03  6.889264e-01  6.407075e-03  3.019216e-02  8.284079e-03  1.434113e-02  1.598118e-01  4.433838e-02  4.426556e-02  1.370121e-04  5.638895e-05  1.361934e-08  1.040140e-06  1.928715e-12
5.021146e+01  1.013250e+05  1.955622e+03  6.891489e-01  6.487565e-03  2.937339e-02  8.485685e-03  1.412065e-02  1.601462e-01  4.361287e-02  4.518967e-02  1.014872e-04  4.319413e-05  7.362788e-09  8.375575e-07  8.571126e-13
5.021875e+01  1.013250e+05  1.959906e+03  6.893682e-01  6.557295e-03  2.862430e-02  8.668091e-03  1.392087e-02  1.604387e-01  4.289686e-02  4.608047e-02  7.404732e-05  3.255266e-05  3.821439e-09  6.613679e-07  3.599090e-13
5.023333e+01  1.013250e+05  1.967943e+03  6.897957e-01  6.666919e-03  2.731322e-02  8.979448e-03  1.357961e-02  1.609169e-01  4.150812e-02  4.776154e-02  3.710229e-05  1.738943e-05  9.025667e-10  3.843372e-07  5.866843e-14
5.029167e+01  1.013250e+05  1.995388e+03  6.913322e-01  6.772394e-03  2.399994e-02  9.636745e-03  1.286975e-02  1.618403e-01  3.678551e-02  5.319218e-02  5.524597e-06  2.829371e-06  3.664526e-11  7.490720e-08  2.022956e-15
5.035000e+01  1.013250e+05  2.018989e+03  6.925887e-01  6.628324e-03  2.197178e-02  9.901203e-03  1.255406e-02  1.623784e-01  3.329252e-02  5.716330e-02  6.808445e-07  3.755097e-07  1.232266e-12  1.115085e-08  6.602410e-17
5.046667e+01  1.013250e+05  2.057359e+03  6.944057e-01  6.040722e-03  1.970178e-02  9.933541e-03  1.219703e-02  1.634688e-01  2.911022e-02  6.190906e-02  4.460734e-08  2.649096e-08  2.507836e-14  8.684836e-10  1.334317e-18
5.052500e+01  1.013250e+05  2.073812e+03  6.951197e-01  5.730599e-03  1.887319e-02  9.879228e-03  1.200702e-02  1.640831e-01  2.766499e-02  6.356227e-02  6.950796e-09  4.431818e-09  1.814331e-15  1.486319e-10  1.024295e-19
5.058333e+01  1.013250e+05  2.088541e+03  6.957277e-01  5.427495e-03  1.819391e-02  9.797904e-03  1.180328e-02  1.647308e-01  2.656094e-02  6.482693e-02  1.111301e-09  8.360510e-10  1.747548e-16  2.539949e-11  1.493536e-20
5.064167e+01  1.013250e+05  2.101799e+03  6.962557e-01  5.140053e-03  1.761788e-02  9.701759e-03  1.158968e-02  1.653897e-01  2.569449e-02  6.582020e-02  1.822386e-10  2.344124e-10  2.114962e-17  4.417097e-12  3.334459e-21
5.070000e+01  1.013250e+05  2.113788e+03  6.967222e-01  4.871968e-03  1.711756e-02  9.597568e-03  1.137181e-02  1.660419e-01  2.499464e-02  6.662249e-02  2.755082e-11  1.262263e-10  3.134930e-18  7.225457e-13  8.576218e-22
