X(mm)  p(Pa)  T(K)  X_N2_  X_H_  X_O2_  X_OH_  X_H2_  X_H2O_  X_CO_  X_CO2_  X_CH4_  X_CH2O_  X_C2H6_  X_CH_  X_C3H8_
5.079629e+01  1.013250e+05  2.131142e+03  6.973874e-01  4.473991e-03  1.641884e-02  9.417710e-03  1.101356e-02  1.670754e-01  2.409732e-02  6.764964e-02  2.601726e-12  1.017278e-10  4.586686e-19  8.465571e-14  1.437744e-22
5.089258e+01  1.013250e+05  2.146204e+03  6.979626e-01  4.127599e-03  1.582334e-02  9.236890e-03  1.067015e-02  1.680323e-01  2.337795e-02  6.847254e-02  3.022364e-13  9.414500e-11  1.356856e-19  1.849824e-14  2.550443e-23
5.108516e+01  1.013250e+05  2.170572e+03  6.989124e-01  3.570785e-03  1.486702e-02  8.893102e-03  1.004968e-02  1.696800e-01  2.227117e-02  6.973475e-02  1.062633e-13  8.471473e-11  6.827426e-20  1.061785e-14  2.223252e-24
5.127773e+01  1.013250e+05  2.190204e+03  6.996930e-01  3.141573e-03  1.408733e-02  8.577531e-03  9.515174e-03  1.710511e-01  2.136699e-02  7.076284e-02  1.012571e-13  7.733019e-11  5.597504e-20  9.752393e-15  2.547457e-25
5.147031e+01  1.013250e+05  2.206305e+03  7.003500e-01  2.805111e-03  1.343643e-02  8.292812e-03  9.056873e-03  1.721946e-01  2.059453e-02  7.163827e-02  1.049580e-13  7.128533e-11  5.025308e-20  9.389357e-15  3.687516e-26
5.185547e+01  1.013250e+05  2.230143e+03  7.013774e-01  2.332515e-03  1.244590e-02  7.824467e-03  8.339603e-03  1.739074e-01  1.935608e-02  7.303317e-02  1.122019e-13  6.220876e-11  4.310643e-20  8.795844e-15  2.802024e-27
5.224062e+01  1.013250e+05  2.248031e+03  7.021713e-01  2.005237e-03  1.168059e-02  7.441848e-03  7.785947e-03  1.751971e-01  1.835757e-02  7.415291e-02  1.181043e-13  5.547304e-11  3.806448e-20  8.237711e-15  3.229046e-28
5.301094e+01  1.013250e+05  2.271258e+03  7.032595e-01  1.613039e-03  1.065407e-02  6.900688e-03  7.038463e-03  1.768706e-01  1.694079e-02  7.573106e-02  1.264150e-13  4.677361e-11  3.174389e-20  7.366734e-15  2.207375e-29
5.378125e+01  1.013250e+05  2.286976e+03  7.040120e-01  1.372696e-03  9.939484e-03  6.510790e-03  6.524924e-03  1.780002e-01  1.592059e-02  7.686294e-02  1.325369e-13  4.109286e-11  2.765680e-20  6.709441e-15  2.802457e-30
5.532187e+01  1.013250e+05  2.304418e+03  7.048806e-01  1.127894e-03  9.125490e-03  6.053317e-03  5.941647e-03  1.792463e-01  1.471221e-02  7.819651e-02  1.401201e-13  3.496524e-11  2.327534e-20  5.934101e-15  3.015766e-31
5.686250e+01  1.013250e+05  2.314633e+03  7.054038e-01  9.956068e-04  8.638393e-03  5.773831e-03  5.594532e-03  1.799722e-01  1.396838e-02  7.901429e-02  1.451185e-13  3.150011e-11  2.079727e-20  5.468185e-15  9.617663e-32
6.302500e+01  1.013250e+05  2.325998e+03  7.060051e-01  8.579756e-04  8.086212e-03  5.453066e-03  5.202649e-03  1.807722e-01  1.310131e-02  7.996350e-02  1.512816e-13  2.775407e-11  1.811484e-20  4.944944e-15  5.258923e-32
7.535000e+01  1.013250e+05  2.329870e+03  7.062124e-01  8.136320e-04  7.895826e-03  5.342041e-03  5.068705e-03  1.810430e-01  1.279840e-02  8.029435e-02  1.533530e-13  2.651693e-11  1.720412e-20  4.761589e-15  4.757541e-32
1.000000e+02  1.013250e+05  2.329870e+03  7.062124e-01  8.136320e-04  7.895826e-03  5.342041e-03  5.068705e-03  1.810430e-01  1.279840e-02  8.029435e-02  1.533530e-13  2.651693e-11  1.720412e-20  4.761589e-15  4.757541e-32
