-5.165032e+02 1.098171e+10
-5.556175e+02 1.106120e+10
-5.817058e+02 1.107935e+10
-5.997087e+02 1.114265e+10
-6.117705e+02 1.115665e+10
-6.202428e+02 1.118754e+10
-6.266514e+02 1.116628e+10
-6.336120e+02 1.116963e+10
-6.394369e+02 1.119611e+10
-6.449233e+02 1.120032e+10
-6.506251e+02 1.115015e+10
-6.562469e+02 1.118857e+10
-6.615512e+02 1.121951e+10
-6.664305e+02 1.121607e+10
-6.715831e+02 1.119117e+10
-6.765611e+02 1.121897e+10
-6.818429e+02 1.116159e+10
-6.875634e+02 1.122931e+10
-6.927901e+02 1.125120e+10
-6.978998e+02 1.119122e+10
-7.029783e+02 1.126200e+10
-7.085440e+02 1.120577e+10
-7.136091e+02 1.125285e+10
-7.196235e+02 1.131885e+10
-7.259542e+02 1.128214e+10
-7.320873e+02 1.133128e+10
-7.380646e+02 1.137009e+10
-7.432698e+02 1.132686e+10
-7.502853e+02 1.136776e+10
-7.579084e+02 1.132518e+10
-7.654771e+02 1.137921e+10
-7.839215e+02 1.143670e+10
-8.365791e+02 1.152918e+10
-8.726412e+02 1.153048e+10
-8.971417e+02 1.162265e+10
-9.159505e+02 1.165082e+10
-9.302074e+02 1.169430e+10
-9.449382e+02 1.173916e+10
-9.568168e+02 1.168091e+10
-9.696127e+02 1.175594e+10
-9.819586e+02 1.170299e+10
-9.923286e+02 1.179704e+10
-1.004122e+03 1.180855e+10
-1.015873e+03 1.183941e+10
-1.025807e+03 1.186311e+10
-1.036596e+03 1.188895e+10
-1.048450e+03 1.190274e+10
-1.059963e+03 1.193817e+10
-1.072191e+03 1.197392e+10
-1.082811e+03 1.200501e+10
-1.094460e+03 1.197691e+10
-1.106938e+03 1.201276e+10
-1.119169e+03 1.204597e+10
-1.132205e+03 1.208166e+10
-1.145988e+03 1.211861e+10
-1.160060e+03 1.215608e+10
-1.172862e+03 1.216301e+10
-1.187348e+03 1.213265e+10
-1.203167e+03 1.216621e+10
-1.219728e+03 1.220122e+10
-1.236415e+03 1.223563e+10
-1.253817e+03 1.227032e+10
-1.293793e+03 1.234473e+10
-1.336622e+03 1.242200e+10
-1.369381e+03 1.245584e+10
-1.401301e+03 1.249088e+10
-1.430442e+03 1.252215e+10
-1.457843e+03 1.254922e+10
-1.482838e+03 1.259558e+10
-1.508186e+03 1.263810e+10
-1.532910e+03 1.259703e+10
-1.556196e+03 1.266535e+10
-1.580556e+03 1.270494e+10
-1.605302e+03 1.273847e+10
-1.629630e+03 1.272261e+10
-1.653903e+03 1.275743e+10
-1.679107e+03 1.278554e+10
-1.704255e+03 1.276595e+10
-1.730287e+03 1.279594e+10
-1.756807e+03 1.276595e+10
-1.782946e+03 1.279127e+10
-1.809726e+03 1.280912e+10
-1.837636e+03 1.277188e+10
-1.866315e+03 1.280096e+10
-1.895980e+03 1.275355e+10
-1.925743e+03 1.277465e+10
-1.956695e+03 1.278010e+10
-1.988001e+03 1.271669e+10
-2.020434e+03 1.271090e+10
-2.053183e+03 1.258560e+10
-2.078479e+03 1.258904e+10
-2.126886e+03 1.242263e+10
-2.163270e+03 1.223632e+10
-2.187473e+03 1.210899e+10
-2.199042e+03 1.175412e+10
-2.193689e+03 1.130714e+10
-2.163707e+03 1.070116e+10
-2.134487e+03 1.030076e+10
