X(mm)  p(Pa)  T(K)  X_N2_  X_H_  X_O2_  X_OH_  X_H2_  X_H2O_  X_CO_  X_CO2_  X_CH4_  X_CH2O_  X_C2H6_  X_CH_  X_C3H8_
5.079004e+01  1.013250e+05  2.034752e+03  7.009692e-01  3.398078e-03  1.439967e-02  7.351781e-03  9.335021e-03  1.706160e-01  2.028156e-02  7.188702e-02  5.847626e-11  1.066611e-10  5.339352e-18  8.009306e-13  5.800906e-22
5.088672e+01  1.013250e+05  2.049932e+03  7.015029e-01  3.103042e-03  1.375403e-02  7.181070e-03  9.011983e-03  1.715418e-01  1.948961e-02  7.279338e-02  5.351953e-12  7.186069e-11  4.360651e-19  8.200948e-14  8.343455e-23
5.108008e+01  1.013250e+05  2.074141e+03  7.023655e-01  2.632058e-03  1.273841e-02  6.854684e-03  8.421995e-03  1.731455e-01  1.832689e-02  7.411700e-02  3.566285e-13  6.056683e-11  8.157989e-20  1.126941e-14  5.893522e-24
5.127344e+01  1.013250e+05  2.093329e+03  7.030640e-01  2.274130e-03  1.192672e-02  6.556042e-03  7.912495e-03  1.744751e-01  1.741145e-02  7.515543e-02  1.407218e-13  5.399155e-11  5.810727e-20  7.699524e-15  5.403357e-25
5.146680e+01  1.013250e+05  2.108901e+03  7.036479e-01  1.997217e-03  1.125737e-02  6.287994e-03  7.475863e-03  1.755788e-01  1.664478e-02  7.602208e-02  1.357256e-13  4.884849e-11  5.060799e-20  7.212791e-15  6.567524e-26
5.166016e+01  1.013250e+05  2.121749e+03  7.041458e-01  1.778835e-03  1.069507e-02  6.048891e-03  7.100792e-03  1.765010e-01  1.598293e-02  7.676798e-02  1.405896e-13  4.464715e-11  4.549693e-20  6.884788e-15  9.628083e-27
5.204688e+01  1.013250e+05  2.140998e+03  7.049398e-01  1.468081e-03  9.830395e-03  5.656703e-03  6.507353e-03  1.778963e-01  1.491152e-02  7.796900e-02  1.496013e-13  3.833778e-11  3.833182e-20  6.291978e-15  6.826278e-28
5.282031e+01  1.013250e+05  2.165217e+03  7.060159e-01  1.113276e-03  8.702530e-03  5.110793e-03  5.721300e-03  1.796511e-01  1.341286e-02  7.963596e-02  1.622070e-13  3.053772e-11  2.993199e-20  5.365605e-15  2.684454e-29
5.359375e+01  1.013250e+05  2.181351e+03  7.067578e-01  9.037731e-04  7.927822e-03  4.719211e-03  5.185197e-03  1.808174e-01  1.233892e-02  8.082541e-02  1.714510e-13  2.561184e-11  2.478898e-20  4.669889e-15  2.197723e-30
5.514062e+01  1.013250e+05  2.199365e+03  7.076319e-01  6.939605e-04  7.038416e-03  4.252982e-03  4.567560e-03  1.821102e-01  1.104627e-02  8.224831e-02  1.831509e-13  2.036758e-11  1.944199e-20  3.850232e-15  2.152054e-31
5.668750e+01  1.013250e+05  2.210249e+03  7.081788e-01  5.802584e-04  6.488606e-03  3.957341e-03  4.186727e-03  1.828866e-01  1.022090e-02  8.315314e-02  1.913552e-13  1.738433e-11  1.643788e-20  3.352417e-15  1.007185e-31
6.287500e+01  1.013250e+05  2.223738e+03  7.088850e-01  4.531747e-04  5.792822e-03  3.577334e-03  3.705774e-03  1.838374e-01  9.141150e-03  8.433083e-02  2.033918e-13  1.390078e-11  1.296558e-20  2.751297e-15  6.894912e-32
7.525000e+01  1.013250e+05  2.229284e+03  7.091796e-01  4.057813e-04  5.502427e-03  3.418067e-03  3.507173e-03  1.842252e-01  8.683404e-03  8.482873e-02  2.089757e-13  1.256086e-11  1.162585e-20  2.512879e-15  6.081543e-32
1.000000e+02  1.013250e+05  2.229284e+03  7.091796e-01  4.057813e-04  5.502427e-03  3.418067e-03  3.507173e-03  1.842252e-01  8.683404e-03  8.482873e-02  2.089757e-13  1.256086e-11  1.162585e-20  2.512879e-15  6.081543e-32
