T(K) p(Pa) phi Tf(K) SL(m/s) Xf(m) maxXCH mpXCH intXCH maxSM mpSM intSM maxCM mpCM intCM
300 101325 5.000000e-01 1.513109e+03 8.407179e-02 3.912800e-04 1.578871e-09 1.549092e-09 3.254410e-13 4.082948e+11 4.015863e+11 8.490046e+07 1.237938e+11 1.217603e+11 2.574100e+07 
300 101325 5.500000e-01 1.610946e+03 1.244522e-01 3.125000e-04 6.195148e-09 6.115269e-09 1.053340e-12 1.445262e+12 1.430125e+12 2.489894e+08 4.383279e+11 4.337380e+11 7.551308e+07 
300 101325 6.000000e-01 1.703673e+03 1.661238e-01 2.916700e-04 1.787781e-08 1.733556e-08 2.717931e-12 3.827077e+12 3.633744e+12 5.840772e+08 1.160980e+12 1.102345e+12 1.771812e+08 
300 101325 6.500000e-01 1.799767e+03 2.124656e-01 2.864600e-04 4.597593e-08 4.155842e-08 6.387386e-12 8.936027e+12 8.578877e+12 1.240715e+09 2.711476e+12 2.603137e+12 3.764628e+08 
300 101325 7.000000e-01 1.888473e+03 2.549505e-01 2.656200e-04 9.896571e-08 8.984251e-08 1.280450e-11 1.766794e+13 1.706348e+13 2.287483e+09 5.362052e+12 5.178683e+12 6.942123e+08 
300 101325 7.500000e-01 1.970351e+03 2.931009e-01 2.343800e-04 1.880738e-07 1.788985e-07 2.298587e-11 3.113777e+13 2.939050e+13 3.852392e+09 9.451630e+12 8.921388e+12 1.169330e+09 
300 101325 8.000000e-01 2.049551e+03 3.302631e-01 2.239600e-04 3.398484e-07 3.280115e-07 4.003187e-11 5.199971e+13 4.992173e+13 6.221326e+09 1.578657e+13 1.515598e+13 1.888681e+09 
300 101325 8.500000e-01 2.121001e+03 3.622296e-01 2.083300e-04 5.664314e-07 5.598686e-07 6.463793e-11 8.082448e+13 7.931215e+13 9.380437e+09 2.454099e+13 2.408200e+13 2.848123e+09 
300 101325 9.000000e-01 2.184200e+03 3.895276e-01 2.135400e-04 8.987750e-07 8.801871e-07 1.021541e-10 1.196925e+14 1.166415e+14 1.385341e+10 3.634724e+13 3.542115e+13 4.206763e+09 
300 101325 9.500000e-01 2.233708e+03 4.108078e-01 2.135400e-04 1.355952e-06 1.323572e-06 1.544883e-10 1.691802e+14 1.641760e+14 1.964123e+10 5.138148e+13 4.986222e+13 5.965022e+09 
300 101325 1.000000e+00 2.267390e+03 4.266444e-01 2.135400e-04 1.969060e-06 1.940141e-06 2.261960e-10 2.303073e+14 2.261875e+14 2.703231e+10 6.995405e+13 6.870347e+13 8.210618e+09 
300 101325 1.050000e+00 2.275939e+03 4.364686e-01 2.083300e-04 2.748978e-06 2.742877e-06 3.206971e-10 3.022237e+14 3.005324e+14 3.610346e+10 9.180861e+13 9.129507e+13 1.096705e+10 
300 101325 1.100000e+00 2.258444e+03 4.366185e-01 2.448000e-04 3.611988e-06 3.435811e-06 4.508508e-10 3.761268e+14 3.551024e+14 4.790775e+10 1.142699e+14 1.078838e+14 1.455427e+10 
300 101325 1.150000e+00 2.226667e+03 4.287461e-01 2.343800e-04 4.514010e-06 4.483517e-06 5.867293e-10 4.460104e+14 4.419935e+14 5.930643e+10 1.355140e+14 1.342940e+14 1.801890e+10 
300 101325 1.200000e+00 2.187886e+03 4.095136e-01 2.656200e-04 5.197694e-06 5.086298e-06 7.436287e-10 4.914518e+14 4.783831e+14 7.179465e+10 1.493331e+14 1.453635e+14 2.181509e+10 
300 101325 1.250000e+00 2.145941e+03 3.793285e-01 3.333400e-04 5.488735e-06 4.844060e-06 9.101344e-10 4.987206e+14 4.417978e+14 8.427026e+10 1.515552e+14 1.342591e+14 2.560820e+10 
300 101325 1.300000e+00 2.104888e+03 3.401515e-01 4.010400e-04 5.170323e-06 4.436830e-06 1.024385e-09 4.540346e+14 3.896402e+14 9.126220e+10 1.379884e+14 1.184195e+14 2.773551e+10 
300 101325 1.350000e+00 2.064193e+03 2.930422e-01 4.716800e-04 4.120782e-06 3.604389e-06 1.019409e-09 3.523746e+14 3.065034e+14 8.821135e+10 1.071011e+14 9.316007e+13 2.681062e+10 
300 101325 1.400000e+00 2.022691e+03 2.412493e-01 7.304700e-04 2.537608e-06 1.679181e-06 8.817945e-10 2.133551e+14 1.402909e+14 7.456122e+10 6.485229e+13 4.264410e+13 2.266369e+10 
300 101325 1.450000e+00 1.983842e+03 1.964854e-01 1.085940e-03 1.187438e-06 5.731148e-07 5.601980e-10 1.003055e+14 4.646529e+13 4.712355e+10 3.049104e+13 1.412492e+13 1.432462e+10 
