X(mm)  p(Pa)  T(K)  X_H2_  X_H_  X_O2_  X_OH_  X_H2O_  X_CH_  X_CH4_  X_CO_  X_CO2_  X_CH2O_  X_C2H6_  X_N2_  X_C3H8_
5.686250e+01  1.013250e+05  2.290234e+03  6.538117e-03  1.344663e-03  9.505163e-03  5.825181e-03  1.783373e-01  4.799970e-17  7.044970e-17  1.591567e-02  7.723008e-02  3.985913e-11  6.176748e-32  7.043668e-01  3.690744e-38
5.840312e+01  1.013250e+05  2.301538e+03  6.145588e-03  1.178979e-03  8.960862e-03  5.543459e-03  1.791470e-01  4.078674e-17  6.653110e-17  1.512476e-02  7.810253e-02  3.608791e-11  -3.913338e-30  7.049378e-01  4.392797e-37
5.994375e+01  1.013250e+05  2.309414e+03  5.871381e-03  1.070517e-03  8.573840e-03  5.341858e-03  1.797100e-01  3.612835e-17  6.424561e-17  1.455838e-02  7.872606e-02  3.354044e-11  1.602690e-30  7.053358e-01  -2.216348e-37
6.148438e+01  1.013250e+05  2.315004e+03  5.676406e-03  9.969261e-04  8.294212e-03  5.195906e-03  1.801092e-01  3.300834e-17  6.282613e-17  1.414846e-02  7.917672e-02  3.177509e-11  -1.176908e-30  7.056177e-01  3.904350e-37
6.302500e+01  1.013250e+05  2.319020e+03  5.536137e-03  9.457296e-04  8.089823e-03  5.089324e-03  1.803962e-01  3.086213e-17  6.190805e-17  1.384973e-02  7.950488e-02  3.052973e-11  3.547465e-30  7.058190e-01  2.636273e-37
6.610625e+01  1.013250e+05  2.323616e+03  5.373891e-03  8.882565e-04  7.848198e-03  4.963675e-03  1.807257e-01  2.847431e-17  6.094893e-17  1.350019e-02  7.988825e-02  2.911554e-11  2.637215e-30  7.060484e-01  4.399592e-37
6.918750e+01  1.013250e+05  2.326258e+03  5.280258e-03  8.557313e-04  7.702677e-03  4.888986e-03  1.809167e-01  2.713940e-17  6.047098e-17  1.329618e-02  8.011191e-02  2.831285e-11  7.577061e-30  7.061760e-01  2.489190e-37
7.226875e+01  1.013250e+05  2.327780e+03  5.225887e-03  8.368882e-04  7.612810e-03  4.843817e-03  1.810286e-01  2.637284e-17  6.024047e-17  1.317685e-02  8.024275e-02  2.785173e-11  8.420830e-30  7.062452e-01  2.192256e-37
7.535000e+01  1.013250e+05  2.328654e+03  5.193892e-03  8.256811e-04  7.555416e-03  4.815708e-03  1.810946e-01  2.591856e-17  6.013584e-17  1.310626e-02  8.032007e-02  2.758229e-11  9.179171e-30  7.062817e-01  1.374661e-37
1.000000e+02  1.013250e+05  2.328654e+03  5.193892e-03  8.256811e-04  7.555416e-03  4.815708e-03  1.810946e-01  2.591856e-17  6.013584e-17  1.310626e-02  8.032007e-02  2.758229e-11  9.179171e-30  7.062817e-01  1.374661e-37
