X(mm)  p(Pa)  T(K)  X_H2_  X_H_  X_O2_  X_OH_  X_H2O_  X_CH_  X_CH4_  X_CO_  X_CO2_  X_CH2O_  X_C2H6_  X_N2_  X_C3H8_
4.968750e+01  1.013250e+05  3.751277e+02  8.541610e-03  9.112509e-10  1.841222e-01  2.405638e-07  8.820845e-03  5.937491e-20  8.981372e-02  1.496465e-03  3.459428e-04  6.172164e-05  2.942960e-05  7.067088e-01  1.754296e-07
4.970833e+01  1.013250e+05  3.944194e+02  9.139409e-03  2.566186e-09  1.827725e-01  3.699464e-07  1.102297e-02  3.864832e-19  8.866867e-02  1.926610e-03  4.764884e-04  8.353223e-05  4.131758e-05  7.057884e-01  2.686896e-07
4.971875e+01  1.013250e+05  4.057865e+02  9.448784e-03  4.844942e-09  1.819703e-01  4.646921e-07  1.230844e-02  1.149198e-18  8.800055e-02  2.185908e-03  5.593903e-04  9.705001e-05  4.898074e-05  7.052874e-01  3.331791e-07
4.972917e+01  1.013250e+05  4.184351e+02  9.764380e-03  9.377050e-09  1.810711e-01  5.864993e-07  1.372879e-02  3.561144e-18  8.726138e-02  2.479235e-03  6.566078e-04  1.126185e-04  5.806170e-05  7.047595e-01  4.135360e-07
4.973958e+01  1.013250e+05  4.324431e+02  1.008558e-02  1.870211e-08  1.800669e-01  7.438056e-07  1.529017e-02  1.157925e-17  8.644682e-02  2.809577e-03  7.699789e-04  1.304191e-04  6.875866e-05  7.042058e-01  5.129767e-07
4.975000e+01  1.013250e+05  4.478818e+02  1.041173e-02  3.788951e-08  1.789501e-01  9.478838e-07  1.699782e-02  3.899306e-17  8.555279e-02  3.179912e-03  9.014390e-04  1.506191e-04  8.128192e-05  7.036280e-01  6.351633e-07
4.976042e+01  1.013250e+05  4.648144e+02  1.074216e-02  7.660042e-08  1.777134e-01  1.213712e-06  1.885591e-02  1.336634e-16  8.457551e-02  3.593181e-03  1.053003e-03  1.733641e-04  9.585135e-05  7.030280e-01  7.842145e-07
4.977083e+01  1.013250e+05  4.832947e+02  1.107622e-02  1.521868e-07  1.763497e-01  1.560880e-06  2.086753e-02  4.586879e-16  8.351156e-02  4.052244e-03  1.226749e-03  1.987714e-04  1.126931e-04  7.024084e-01  9.647042e-07
4.978125e+01  1.013250e+05  5.033664e+02  1.141325e-02  2.939177e-07  1.748525e-01  2.014301e-06  2.303468e-02  1.552446e-15  8.235789e-02  4.559859e-03  1.424796e-03  2.269227e-04  1.320355e-04  7.017720e-01  1.181644e-06
4.979167e+01  1.013250e+05  5.250626e+02  1.175261e-02  5.481893e-07  1.732159e-01  2.604365e-06  2.535830e-02  5.113705e-15  8.111186e-02  5.118656e-03  1.649291e-03  2.578582e-04  1.541037e-04  7.011219e-01  1.440443e-06
4.980208e+01  1.013250e+05  5.484052e+02  1.209372e-02  9.843237e-07  1.714344e-01  3.366128e-06  2.783831e-02  1.620420e-14  7.977124e-02  5.731112e-03  1.902389e-03  2.915711e-04  1.791134e-04  7.004616e-01  1.746848e-06
4.981250e+01  1.013250e+05  5.734051e+02  1.243602e-02  1.700377e-06  1.695035e-01  4.337244e-06  3.047371e-02  4.892677e-14  7.833416e-02  6.399539e-03  2.186241e-03  3.280038e-04  2.072620e-04  6.997945e-01  2.106837e-06
4.982292e+01  1.013250e+05  6.000624e+02  1.277903e-02  2.828277e-06  1.674192e-01  5.554754e-06  3.326265e-02  1.397739e-13  7.679918e-02  7.126073e-03  2.502980e-03  3.670444e-04  2.387186e-04  6.991241e-01  2.526475e-06
4.983333e+01  1.013250e+05  6.283666e+02  1.312229e-02  4.537556e-06  1.651781e-01  7.051399e-06  3.620253e-02  3.761328e-13  7.516519e-02  7.912661e-03  2.854710e-03  4.085222e-04  2.736104e-04  6.984540e-01  3.011707e-06
4.984375e+01  1.013250e+05  6.582975e+02  1.346541e-02  7.036951e-06  1.627777e-01  8.852836e-06  3.929009e-02  9.516149e-13  7.343144e-02  8.761055e-03  3.243501e-03  4.522000e-04  3.120064e-04  6.977877e-01  3.568085e-06
4.985417e+01  1.013250e+05  6.898259e+02  1.380804e-02  1.057324e-05  1.602158e-01  1.097760e-05  4.252147e-02  2.264531e-12  7.159747e-02  9.672807e-03  3.671383e-03  4.977598e-04  3.538975e-04  6.971285e-01  4.200407e-06
4.986458e+01  1.013250e+05  7.229138e+02  1.414985e-02  1.542732e-05  1.574909e-01  1.344181e-05  4.589237e-02  5.082510e-12  6.966310e-02  1.064926e-02  4.140342e-03  5.447801e-04  3.991726e-04  6.964796e-01  4.912260e-06
4.987500e+01  1.013250e+05  7.575162e+02  1.449055e-02  2.190881e-05  1.546019e-01  1.626995e-05  4.939806e-02  1.081365e-11  6.762834e-02  1.169152e-02  4.652321e-03  5.927105e-04  4.475894e-04  6.958441e-01  5.705432e-06
4.988542e+01  1.013250e+05  7.935809e+02  1.482983e-02  3.035246e-05  1.515481e-01  1.951201e-05  5.303352e-02  2.197519e-11  6.549344e-02  1.280047e-02  5.209221e-03  6.408536e-04  4.987402e-04  6.952246e-01  6.579155e-06
4.989583e+01  1.013250e+05  8.310492e+02  1.516735e-02  4.112136e-05  1.483290e-01  2.326560e-05  5.679341e-02  4.307350e-11  6.325886e-02  1.397671e-02  5.812900e-03  6.883723e-04  5.520114e-04  6.946237e-01  7.529097e-06
4.990625e+01  1.013250e+05  8.698556e+02  1.550274e-02  5.462163e-05  1.449446e-01  2.770013e-05  6.067216e-02  8.235848e-11  6.092532e-02  1.522049e-02  6.465170e-03  7.343349e-04  6.065370e-04  6.940439e-01  8.546021e-06
4.991667e+01  1.013250e+05  9.099266e+02  1.583548e-02  7.133037e-05  1.413955e-01  3.308006e-05  6.466381e-02  1.553683e-10  5.849393e-02  1.653168e-02  7.167795e-03  7.777944e-04  6.611505e-04  6.934870e-01  9.614027e-06
4.992708e+01  1.013250e+05  9.511786e+02  1.616492e-02  9.183420e-05  1.376826e-01  3.978534e-05  6.876201e-02  2.919896e-10  5.596643e-02  1.790963e-02  7.922466e-03  8.178774e-04  7.143403e-04  6.929549e-01  1.070838e-05
4.993750e+01  1.013250e+05  9.935160e+02  1.649022e-02  1.168720e-04  1.338082e-01  4.832897e-05  7.295972e-02  5.502261e-10  5.334540e-02  1.935306e-02  8.730789e-03  8.538498e-04  7.642225e-04  6.924492e-01  1.179310e-05
4.994792e+01  1.013250e+05  1.036827e+03  1.681024e-02  1.473753e-04  1.297755e-01  5.937365e-05  7.724897e-02  1.042485e-09  5.063469e-02  2.085987e-02  9.594242e-03  8.851373e-04  8.085475e-04  6.919711e-01  1.281891e-05
4.995833e+01  1.013250e+05  1.080981e+03  1.712354e-02  1.845011e-04  1.255896e-01  7.374934e-05  8.162060e-02  1.984593e-09  4.783975e-02  2.242696e-02  1.051413e-02  9.113039e-04  8.447622e-04  6.915217e-01  1.372243e-05
4.996875e+01  1.013250e+05  1.125824e+03  1.742823e-02  2.296551e-04  1.212575e-01  9.247260e-05  8.606381e-02  3.783861e-09  4.496817e-02  2.404993e-02  1.149154e-02  9.320068e-04  8.701470e-04  6.911022e-01  1.442800e-05
4.997917e+01  1.013250e+05  1.171181e+03  1.772192e-02  2.844995e-04  1.167889e-01  1.167661e-04  9.056585e-02  7.183196e-09  4.203007e-02  2.572286e-02  1.252723e-02  9.469521e-04  8.820397e-04  6.907133e-01  1.485366e-05
4.998438e+01  1.013250e+05  1.193980e+03  1.786350e-02  3.163009e-04  1.145077e-01  1.315612e-04  9.283339e-02  9.904161e-09  4.054088e-02  2.657523e-02  1.306722e-02  9.521468e-04  8.820241e-04  6.905308e-01  1.493154e-05
4.998958e+01  1.013250e+05  1.216832e+03  1.800114e-02  3.512711e-04  1.121968e-01  1.483460e-04  9.510985e-02  1.360703e-08  3.904010e-02  2.743715e-02  1.362224e-02  9.557712e-04  8.777376e-04  6.903565e-01  1.490903e-05
4.999479e+01  1.013250e+05  1.239706e+03  1.813436e-02  3.896812e-04  1.098584e-01  1.673529e-04  9.739289e-02  1.863313e-08  3.752993e-02  2.830725e-02  1.419224e-02  9.577952e-04  8.690085e-04  6.901906e-01  1.477958e-05
5.000000e+01  1.013250e+05  1.262574e+03  1.826264e-02  4.318099e-04  1.074948e-01  1.888333e-04  9.967995e-02  2.543649e-08  3.601283e-02  2.918402e-02  1.477718e-02  9.581895e-04  8.557349e-04  6.900331e-01  1.453895e-05
5.001042e+01  1.013250e+05  1.308193e+03  1.850280e-02  5.280005e-04  1.027003e-01  2.399788e-04  1.042581e-01  4.646554e-08  3.296577e-02  3.095249e-02  1.599131e-02  9.540376e-04  8.155725e-04  6.897440e-01  1.372208e-05
5.002083e+01  1.013250e+05  1.353390e+03  1.871605e-02  6.423902e-04  9.784102e-02  3.042513e-04  1.088176e-01  8.291986e-08  2.992559e-02  3.272512e-02  1.726215e-02  9.431660e-04  7.583808e-04  6.894904e-01  1.249340e-05
5.002604e+01  1.013250e+05  1.375719e+03  1.881042e-02  7.072336e-04  9.539750e-02  3.422812e-04  1.110802e-01  1.098279e-07  2.841835e-02  3.360602e-02  1.791811e-02  9.351467e-04  7.242383e-04  6.893777e-01  1.175354e-05
5.003125e+01  1.013250e+05  1.397832e+03  1.889587e-02  7.773989e-04  9.294829e-02  3.846139e-04  1.133277e-01  1.442851e-07  2.692331e-02  3.448074e-02  1.858768e-02  9.253818e-04  6.867769e-04  6.892746e-01  1.094297e-05
5.003646e+01  1.013250e+05  1.419690e+03  1.897165e-02  8.530941e-04  9.049745e-02  4.316116e-04  1.155565e-01  1.880163e-07  2.544429e-02  3.534647e-02  1.927047e-02  9.138795e-04  6.465145e-04  6.891814e-01  1.007884e-05
5.004167e+01  1.013250e+05  1.441255e+03  1.903699e-02  9.344929e-04  8.804920e-02  4.836454e-04  1.177627e-01  2.429148e-07  2.398522e-02  3.620025e-02  1.996606e-02  9.006568e-04  6.040330e-04  6.890982e-01  9.179824e-06
5.004687e+01  1.013250e+05  1.462489e+03  1.909109e-02  1.021729e-03  8.560794e-02  5.410908e-04  1.199424e-01  3.110305e-07  2.255007e-02  3.703897e-02  2.067397e-02  8.857401e-04  5.599619e-04  6.890253e-01  8.265278e-06
5.005208e+01  1.013250e+05  1.483353e+03  1.913322e-02  1.114888e-03  8.317822e-02  6.043232e-04  1.220916e-01  3.945080e-07  2.114282e-02  3.785937e-02  2.139366e-02  8.691655e-04  5.149584e-04  6.889628e-01  7.354330e-06
5.005729e+01  1.013250e+05  1.503811e+03  1.916262e-02  1.214006e-03  8.076463e-02  6.737114e-04  1.242064e-01  4.954913e-07  1.976743e-02  3.865809e-02  2.212457e-02  8.509786e-04  4.696860e-04  6.889109e-01  6.464982e-06
5.006250e+01  1.013250e+05  1.523825e+03  1.917861e-02  1.319059e-03  7.837186e-02  7.496108e-04  1.262828e-01  6.159969e-07  1.842776e-02  3.943170e-02  2.286608e-02  8.312344e-04  4.247928e-04  6.888697e-01  5.613318e-06
5.006771e+01  1.013250e+05  1.543359e+03  1.918055e-02  1.429963e-03  7.600457e-02  8.323548e-04  1.283168e-01  7.577564e-07  1.712751e-02  4.017669e-02  2.361755e-02  8.099967e-04  3.808905e-04  6.888394e-01  4.812865e-06
5.007292e+01  1.013250e+05  1.562379e+03  1.916790e-02  1.546569e-03  7.366741e-02  9.222464e-04  1.303048e-01  9.220357e-07  1.587017e-02  4.088959e-02  2.437829e-02  7.873381e-04  3.385350e-04  6.888198e-01  4.074153e-06
5.007812e+01  1.013250e+05  1.580853e+03  1.914018e-02  1.668663e-03  7.136491e-02  1.019547e-03  1.322431e-01  1.109441e-06  1.465898e-02  4.156695e-02  2.514759e-02  7.633388e-04  2.982105e-04  6.888112e-01  3.404501e-06
5.008333e+01  1.013250e+05  1.598750e+03  1.909703e-02  1.795966e-03  6.910150e-02  1.124468e-03  1.341282e-01  1.319723e-06  1.349686e-02  4.220541e-02  2.592469e-02  7.380871e-04  2.603173e-04  6.888133e-01  2.808018e-06
5.008854e+01  1.013250e+05  1.616044e+03  1.903821e-02  1.928132e-03  6.688139e-02  1.237159e-03  1.359570e-01  1.551609e-06  1.238633e-02  4.280177e-02  2.670883e-02  7.116791e-04  2.251636e-04  6.888260e-01  2.285808e-06
5.009375e+01  1.013250e+05  1.632708e+03  1.896362e-02  2.064757e-03  6.470857e-02  1.357697e-03  1.377266e-01  1.802666e-06  1.132954e-02  4.335301e-02  2.749921e-02  6.842186e-04  1.929626e-04  6.888493e-01  1.836335e-06
5.009896e+01  1.013250e+05  1.648722e+03  1.887330e-02  2.205378e-03  6.258678e-02  1.486078e-03  1.394344e-01  2.069235e-06  1.032817e-02  4.385637e-02  2.829501e-02  6.558179e-04  1.638340e-04  6.888828e-01  1.455895e-06
5.010417e+01  1.013250e+05  1.664068e+03  1.876744e-02  2.349484e-03  6.051942e-02  1.622208e-03  1.410782e-01  2.346443e-06  9.383438e-03  4.430940e-02  2.909541e-02  6.265984e-04  1.378092e-04  6.889263e-01  1.139158e-06
5.010937e+01  1.013250e+05  1.678733e+03  1.864639e-02  2.496520e-03  5.850956e-02  1.765895e-03  1.426561e-01  2.628307e-06  8.496073e-03  4.471000e-02  2.989955e-02  5.966910e-04  1.148404e-04  6.889794e-01  8.797079e-07
5.011458e+01  1.013250e+05  1.692706e+03  1.851067e-02  2.645897e-03  5.655988e-02  1.916847e-03  1.441667e-01  2.907943e-06  7.666314e-03  4.505647e-02  3.070657e-02  5.662369e-04  9.481234e-05  6.890418e-01  6.705544e-07
5.011979e+01  1.013250e+05  1.705983e+03  1.836095e-02  2.797004e-03  5.467270e-02  2.074667e-03  1.456089e-01  3.177855e-06  6.893920e-03  4.534758e-02  3.151559e-02  5.353874e-04  7.755550e-05  6.891130e-01  5.045747e-07
5.012500e+01  1.013250e+05  1.718563e+03  1.819806e-02  2.949210e-03  5.284990e-02  2.238854e-03  1.469822e-01  3.430312e-06  6.178183e-03  4.558253e-02  3.232571e-02  5.043040e-04  6.285996e-05  6.891926e-01  3.748715e-07
5.013021e+01  1.013250e+05  1.730449e+03  1.802297e-02  3.101884e-03  5.109297e-02  2.408806e-03  1.482862e-01  3.657757e-06  5.517961e-03  4.576105e-02  3.313604e-02  4.731573e-04  5.048913e-05  6.892800e-01  2.750353e-07
5.013542e+01  1.013250e+05  1.741651e+03  1.783679e-02  3.254398e-03  4.940296e-02  2.583831e-03  1.495213e-01  3.853238e-06  4.911710e-03  4.588338e-02  3.394567e-02  4.421251e-04  4.019248e-05  6.893748e-01  1.993151e-07
5.014062e+01  1.013250e+05  1.752180e+03  1.764073e-02  3.406137e-03  4.778053e-02  2.763153e-03  1.506880e-01  4.010814e-06  4.357533e-03  4.595024e-02  3.475367e-02  4.113900e-04  3.171665e-05  6.894764e-01  1.427076e-07
5.014583e+01  1.013250e+05  1.762054e+03  1.743611e-02  3.556512e-03  4.622594e-02  2.945924e-03  1.517872e-01  4.125887e-06  3.853225e-03  4.596289e-02  3.555913e-02  3.811360e-04  2.481473e-05  6.895842e-01  1.009788e-07
5.015104e+01  1.013250e+05  1.771292e+03  1.722433e-02  3.704961e-03  4.473906e-02  3.131247e-03  1.528203e-01  4.195458e-06  3.396331e-03  4.592302e-02  3.636114e-02  3.515445e-04  1.925334e-05  6.896977e-01  7.063531e-08
5.015625e+01  1.013250e+05  1.779919e+03  1.700680e-02  3.850961e-03  4.331941e-02  3.318185e-03  1.537888e-01  4.218260e-06  2.984199e-03  4.583277e-02  3.715878e-02  3.227902e-04  1.481772e-05  6.898164e-01  4.886114e-08
5.016146e+01  1.013250e+05  1.787962e+03  1.678501e-02  3.994029e-03  4.196620e-02  3.505785e-03  1.546947e-01  4.194771e-06  2.614036e-03  4.569470e-02  3.795115e-02  2.950364e-04  1.131486e-05  6.899396e-01  3.343536e-08
5.016667e+01  1.013250e+05  1.795448e+03  1.656041e-02  4.133730e-03  4.067830e-02  3.693097e-03  1.555401e-01  4.127112e-06  2.282961e-03  4.551166e-02  3.873738e-02  2.684310e-04  8.574945e-06  6.900668e-01  2.264160e-08
5.017188e+01  1.013250e+05  1.802410e+03  1.633444e-02  4.269674e-03  3.945435e-02  3.879192e-03  1.563273e-01  4.018847e-06  1.988056e-03  4.528681e-02  3.951661e-02  2.431021e-04  6.451441e-06  6.901976e-01  1.517860e-08
5.017708e+01  1.013250e+05  1.808880e+03  1.610848e-02  4.401522e-03  3.829272e-02  4.063182e-03  1.570587e-01  3.874701e-06  1.726413e-03  4.502352e-02  4.028799e-02  2.191558e-04  4.820145e-06  6.903314e-01  1.007742e-08
5.018229e+01  1.013250e+05  1.814890e+03  1.588385e-02  4.528984e-03  3.719162e-02  4.244230e-03  1.577370e-01  3.700233e-06  1.495172e-03  4.472529e-02  4.105075e-02  1.966734e-04  3.577511e-06  6.904677e-01  6.628782e-09
5.018750e+01  1.013250e+05  1.820475e+03  1.566179e-02  4.651819e-03  3.614906e-02  4.421573e-03  1.583648e-01  3.501498e-06  1.291559e-03  4.439571e-02  4.180411e-02  1.757102e-04  2.638533e-06  6.906061e-01  4.321768e-09
5.019271e+01  1.013250e+05  1.825667e+03  1.544343e-02  4.769831e-03  3.516293e-02  4.594523e-03  1.589449e-01  3.284712e-06  1.112913e-03  4.403841e-02  4.254737e-02  1.562961e-04  1.934417e-06  6.907460e-01  2.793897e-09
5.019792e+01  1.013250e+05  1.830498e+03  1.522977e-02  4.882870e-03  3.423101e-02  4.762483e-03  1.594799e-01  3.055955e-06  9.567105e-04  4.365695e-02  4.327987e-02  1.384358e-04  1.410230e-06  6.908872e-01  1.791674e-09
5.020313e+01  1.013250e+05  1.835000e+03  1.502172e-02  4.990829e-03  3.335102e-02  4.924946e-03  1.599725e-01  2.820927e-06  8.205776e-04  4.325482e-02  4.400099e-02  1.221113e-04  1.022653e-06  6.910292e-01  1.140210e-09
5.020833e+01  1.013250e+05  1.839203e+03  1.482005e-02  5.093637e-03  3.252063e-02  5.081498e-03  1.604254e-01  2.584764e-06  7.023057e-04  4.283539e-02  4.471017e-02  1.072838e-04  7.379193e-07  6.911717e-01  7.203825e-10
5.021354e+01  1.013250e+05  1.843135e+03  1.462539e-02  5.191263e-03  3.173748e-02  5.231818e-03  1.608413e-01  2.351908e-06  5.998553e-04  4.240185e-02  4.540693e-02  9.389736e-05  5.299946e-07  6.913142e-01  4.520272e-10
5.021875e+01  1.013250e+05  1.846823e+03  1.443826e-02  5.283704e-03  3.099922e-02  5.375673e-03  1.612225e-01  2.126047e-06  5.113580e-04  4.195719e-02  4.609080e-02  8.188161e-05  3.790072e-07  6.914566e-01  2.818068e-10
5.022396e+01  1.013250e+05  1.850291e+03  1.425906e-02  5.370989e-03  3.030353e-02  5.512914e-03  1.615717e-01  1.910102e-06  4.351146e-04  4.150421e-02  4.676142e-02  7.115557e-05  2.699314e-07  6.915985e-01  1.746095e-10
5.022917e+01  1.013250e+05  1.853562e+03  1.408808e-02  5.453171e-03  2.964811e-02  5.643467e-03  1.618910e-01  1.706250e-06  3.695903e-04  4.104545e-02  4.741845e-02  6.163079e-05  1.915035e-07  6.917397e-01  1.075507e-10
5.023438e+01  1.013250e+05  1.856657e+03  1.392550e-02  5.530329e-03  2.903073e-02  5.767327e-03  1.621827e-01  1.515991e-06  3.134069e-04  4.058326e-02  4.806162e-02  5.321442e-05  1.353455e-07  6.918799e-01  6.585193e-11
5.023958e+01  1.013250e+05  1.859595e+03  1.377138e-02  5.602558e-03  2.844923e-02  5.884549e-03  1.624489e-01  1.340230e-06  2.653344e-04  4.011972e-02  4.869071e-02  4.581197e-05  9.526951e-08  6.920190e-01  4.004810e-11
5.024479e+01  1.013250e+05  1.862393e+03  1.362574e-02  5.669972e-03  2.790149e-02  5.995240e-03  1.626917e-01  1.179380e-06  2.242807e-04  3.965672e-02  4.930555e-02  3.932961e-05  6.672996e-08  6.921567e-01  2.411770e-11
5.025000e+01  1.013250e+05  1.865065e+03  1.348849e-02  5.732699e-03  2.738552e-02  6.099547e-03  1.629128e-01  1.033482e-06  1.892805e-04  3.919589e-02  4.990602e-02  3.367616e-05  4.639966e-08  6.922929e-01  1.424266e-11
5.026042e+01  1.013250e+05  1.870074e+03  1.323872e-02  5.844519e-03  2.644300e-02  6.289571e-03  1.632956e-01  7.859615e-07  1.348858e-04  3.828509e-02  5.106369e-02  2.459342e-05  2.304878e-08  6.925605e-01  5.354442e-12
5.027083e+01  1.013250e+05  1.874729e+03  1.302000e-02  5.939404e-03  2.560411e-02  6.456797e-03  1.636125e-01  5.897300e-07  9.564357e-05  3.739763e-02  5.216451e-02  1.780842e-05  1.133786e-08  6.928207e-01  1.984596e-12
5.028125e+01  1.013250e+05  1.879099e+03  1.282994e-02  6.018655e-03  2.485610e-02  6.603234e-03  1.638746e-01  4.369523e-07  6.744745e-05  3.653999e-02  5.320901e-02  1.279026e-05  5.498620e-09  6.930729e-01  7.202005e-13
5.029167e+01  1.013250e+05  1.883236e+03  1.266585e-02  6.083602e-03  2.418765e-02  6.730956e-03  1.640912e-01  3.198303e-07  4.722004e-05  3.571655e-02  5.419817e-02  9.105222e-06  2.554759e-09  6.933167e-01  2.370536e-13
5.031250e+01  1.013250e+05  1.890933e+03  1.240700e-02  6.174588e-03  2.305923e-02  6.936343e-03  1.644134e-01  1.723951e-07  2.378923e-05  3.418043e-02  5.601460e-02  4.698938e-06  6.621732e-10  6.937786e-01  3.852452e-14
5.033333e+01  1.013250e+05  1.898073e+03  1.221796e-02  6.223807e-03  2.213879e-02  7.090593e-03  1.646400e-01  9.100491e-08  1.188938e-05  3.279449e-02  5.763569e-02  2.395018e-06  1.686196e-10  6.942065e-01  6.143948e-15
5.035417e+01  1.013250e+05  1.904775e+03  1.207961e-02  6.239957e-03  2.137797e-02  7.205651e-03  1.648069e-01  4.697814e-08  5.870177e-06  3.155420e-02  5.907761e-02  1.202731e-06  4.211991e-11  6.946016e-01  9.636629e-16
5.037500e+01  1.013250e+05  1.911111e+03  1.197656e-02  6.230344e-03  2.074014e-02  7.290883e-03  1.649395e-01  2.317726e-08  2.785616e-06  3.044979e-02  6.035710e-02  5.806713e-07  9.132433e-12  6.949659e-01  1.222048e-16
5.041667e+01  1.013250e+05  1.922832e+03  1.184065e-02  6.151821e-03  1.974987e-02  7.393319e-03  1.651549e-01  6.707636e-09  7.645183e-07  2.861270e-02  6.247802e-02  1.633444e-07  8.732739e-13  6.956097e-01  6.713012e-18
5.045833e+01  1.013250e+05  1.933553e+03  1.174072e-02  6.027758e-03  1.898914e-02  7.443094e-03  1.653740e-01  1.908217e-09  2.083069e-07  2.715359e-02  6.416148e-02  4.561417e-08  8.133645e-14  6.961624e-01  3.674751e-19
5.050000e+01  1.013250e+05  1.943423e+03  1.164894e-02  5.878711e-03  1.837796e-02  7.460813e-03  1.656220e-01  4.598350e-10  4.836641e-08  2.598932e-02  6.550396e-02  1.096781e-08  5.690720e-15  6.966417e-01  1.493243e-20
5.059668e+01  1.013250e+05  1.963487e+03  1.141809e-02  5.486688e-03  1.734369e-02  7.425707e-03  1.663321e-01  4.699594e-11  4.708927e-09  2.416193e-02  6.760559e-02  1.207158e-09  1.476344e-16  6.975293e-01  2.257032e-22
5.069336e+01  1.013250e+05  1.980810e+03  1.115075e-02  5.097386e-03  1.655831e-02  7.347683e-03  1.671388e-01  4.919433e-12  4.733983e-10  2.295819e-02  6.899288e-02  2.141115e-10  4.460404e-18  6.982323e-01  3.518941e-24
5.079004e+01  1.013250e+05  1.995982e+03  1.086485e-02  4.734461e-03  1.591834e-02  7.249633e-03  1.679699e-01  5.270171e-13  4.917121e-11  2.210672e-02  6.997497e-02  1.042971e-10  1.727083e-19  6.988167e-01  5.676675e-26
5.088672e+01  1.013250e+05  2.009404e+03  1.057632e-02  4.405174e-03  1.537290e-02  7.142304e-03  1.687806e-01  4.795800e-14  4.358837e-12  2.145636e-02  7.072455e-02  8.718051e-11  7.076352e-21  6.993215e-01  7.800140e-28
5.108008e+01  1.013250e+05  2.031838e+03  1.002281e-02  3.848234e-03  1.448236e-02  6.920156e-03  1.702636e-01  2.182616e-15  1.871672e-13  2.050074e-02  7.182289e-02  7.711920e-11  1.552788e-22  7.001635e-01  5.113263e-30
5.127344e+01  1.013250e+05  2.050482e+03  9.522321e-03  3.399879e-03  1.373825e-02  6.702345e-03  1.715541e-01  1.727159e-16  8.822233e-15  1.972633e-02  7.271034e-02  7.008641e-11  3.879648e-24  7.008711e-01  3.554253e-32
